,index,adu_performance_prediction,License #,is_ADU_builder,ADU_performance_score,Bldg-New_count,Bldg-Alter/Repair_count,Bldg-Addition_count,2020_proj_count,2019_proj_count,2018_proj_count,2017_proj_count,2016_proj_count,2015_proj_count,2014_proj_count,2013_proj_count,2020_performance,2019_performance,2018_performance,2017_performance,2016_performance,2015_performance,2014_performance,2013_performance,2020_avg_numb_insp,2019_avg_numb_insp,2018_avg_numb_insp,2017_avg_numb_insp,2016_avg_numb_insp,2015_avg_numb_insp,2014_avg_numb_insp,2013_avg_numb_insp,numb_revs,rate,Home Additions,New Constructions,Garage Constructions,< $5k,$5k-$20k,$20k-$50k,$50k-$100k,$250k-$500k,experience,non_ADU_proj_count,non_ADU_avg_insp,w_avg_time_per_insp,avg_construction_time,non_ADU_avg_time_per_insp,ADU_proj_count,non_ADU_avg_eval,BusinessType,BusinessName,Address,City,State,ZIP Code,County,PhoneNumber,IssueDate,ExpirationDate,Classification(s),Status,SuretyCompany,ContractorBondNumber,BondEffectiveDate,BondCancellationDate,WorkersCompCoverageType,WorkersCompInsuranceCompany,WorkersCompPolicyNumber,EffectiveDate,ExpirationDate1,CancellationDate,WorkersCompSuspendDate
163,66,30.304195893379074,936962.0,False,0.0,0.0,23.0,5.0,0.0,5.0,9.0,5.0,5.0,2.0,1.0,1.0,0.0,22.901398601398604,20.47585978835979,18.61038961038961,22.86073975044563,23.642857142857142,11.0,19.88888888888889,0.0,7.6,6.777777777777778,8.4,12.4,7.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410.0,28.0,8.25,21.018013961690855,168.89285714285714,20.86857075289323,0.0,24732.14285714286,Corporation,GREEN WORKS CONSTRUCTION & DESIGN INC,20301 VENTURA BLVD #222,WOODLAND HILLS,CA,91364.0,Los Angeles,(888) 513 8444,08/25/2009,08/31/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100095038,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9246459,02/26/2019,02/26/2021,,
164,1202,30.31167227706915,890291.0,True,8.25,0.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,13.625,0.0,19.666666666666668,0.0,27.333333333333332,34.125,8.428571428571429,0.0,10.0,0.0,6.0,0.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375.0,6.0,6.166666666666667,22.44297420124862,153.16666666666666,23.77976190476191,1.0,20166.666666666668,Corporation,SWP CONSTRUCTION INC,5460 WHITE OAK AVE. #A-313,ENCINO,CA,91316.0,Los Angeles,(917) 346 8799,01/27/2007,01/31/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC5001179,01/01/2016,,Exempt,,,12/06/2018,,,
165,1462,30.313745293367024,936005.0,False,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.375,30.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,3.0,12.0,36.72790538484941,411.6666666666667,36.525,0.0,347333.3333333333,Sole Owner,WALKER MICHAEL,13351 RIVERSIDE DR #801,SHERMAN OAKS,CA,91423.0,Los Angeles,(818) 635 1661,07/31/2009,07/31/2021,B,CLEAR,WESCO INSURANCE COMPANY,04WB090043,10/03/2017,,Exempt,,,07/11/2019,,,
166,416,30.320165021800626,886387.0,False,0.0,5.0,1.0,4.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,27.980952380952385,32.54545454545455,31.375,29.0,29.55,15.884615384615385,0.0,0.0,6.0,11.0,11.0,34.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.0,10.0,13.7,29.16862097481492,396.7,28.322292707292707,0.0,571153.2,,,,,,,,,,,,,,,,,,,,,,,
167,608,30.325108749545063,442000.0,False,0.0,0.0,7.0,6.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,13.25,35.5,10.0,14.595588235294118,23.88035714285714,21.636363636363637,9.461538461538462,0.0,4.0,8.0,14.0,10.5,6.333333333333333,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542.0,13.0,8.384615384615385,20.358827397248795,157.53846153846155,20.17855549427948,0.0,38410.846153846156,Sole Owner,FORM ARCHITECTURAL,17721 VALLEY VISTA BLVD,ENCINO,CA,91316.0,Los Angeles,(818) 705 7768,06/22/1983,06/30/2021,B| D06,CLEAR,SURETEC INDEMNITY COMPANY,463415,03/02/2019,,Exempt,,,04/26/2019,,,
168,1778,30.32770117008553,760924.0,False,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,28.4375,30.375,31.507352941176475,0.0,37.57692307692308,0.0,0.0,0.0,16.0,16.0,20.333333333333332,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546.0,6.0,19.833333333333332,30.674985270850975,633.5,31.818580316742082,0.0,571783.3333333334,Corporation,PARADIGM BUILDERS INC,700 N SAN VICENTE BLVD G-410,LOS ANGELES,CA,90069.0,Los Angeles,(310) 248 2444,03/30/1999,03/31/2021,B,CLEAR,SURETEC INDEMNITY COMPANY,455495,03/23/2018,,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,7600021179201,01/01/2020,01/01/2021,,
169,1069,30.330510477095924,1026936.0,False,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.1375,0.0,9.818181818181818,0.0,0.0,0.0,0.0,0.0,6.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,3.0,8.0,25.04628914703788,157.66666666666666,24.031060606060606,0.0,25666.666666666668,,,,,,,,,,,,,,,,,,,,,,,
170,1774,30.33395690464858,986130.0,False,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,20.153846153846153,42.4,0.0,0.0,0.0,0.0,14.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967.0,3.0,12.333333333333334,28.51325974051182,362.0,30.375091575091574,0.0,197966.66666666666,Corporation,V.Z. CONSTRUCTION,8653 KEOKUK AVE,WINNETKA,CA,91306.0,Los Angeles,(818) 915 4862,08/19/2013,07/31/2021,B,CLEAR,SURETEC INDEMNITY COMPANY,136922,07/24/2017,,"Leasing Firm, Temp Agency, etc",ACE AMERICAN INSURANCE COMPANY,C66357387,07/01/2019,07/01/2020,,
171,456,30.34097770275139,986513.0,True,13.071428571428571,5.0,9.0,10.0,0.0,0.0,2.0,4.0,2.0,5.0,8.0,3.0,0.0,0.0,14.314102564102564,17.6992673992674,25.523809523809522,27.56230769230769,25.29334935897436,23.666666666666668,0.0,0.0,12.5,12.0,14.0,9.4,7.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441.0,23.0,8.956521739130435,22.40705702000364,187.3913043478261,23.85042602325211,1.0,128516.56521739131,Limited Liability,ANCHOR PROJECT SERVICES LLC,5230 LAS VIRGENES RD STE 105,CALABASAS,CA,91302.0,Los Angeles,(310) 395 0010,09/05/2013,09/30/2021,B,CLEAR,TRAVELERS CASUALTY AND SURETY COMPANY OF AMERICA,107163250,10/18/2019,,Workers' Compensation Insurance,FEDERAL INSURANCE COMPANY,71771420,03/01/2019,03/01/2021,,
172,2830,30.341051392593737,851569.0,True,9.25,0.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,17.25,0.0,13.025,9.545454545454545,15.0,20.65,0.0,0.0,4.0,0.0,6.5,11.0,8.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0,6.0,8.166666666666666,15.613001456956969,134.16666666666666,16.649242424242424,1.0,24083.333333333332,Corporation,E A C CONSTRUCTION INC,3923 3RD AVE,LOS ANGELES,CA,90008.0,Los Angeles,(323) 385 3712,12/18/2004,10/31/2020,B| C33,CLEAR,SURETEC INDEMNITY COMPANY,240424,10/24/2016,,Exempt,,,09/10/2018,,,
173,1894,30.342931714250575,660454.0,False,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.4,0.0,38.588235294117645,30.642857142857142,0.0,0.0,0.0,0.0,10.0,0.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2364.0,3.0,13.666666666666666,27.66687891263888,429.6666666666667,29.87703081232493,0.0,130666.66666666667,Corporation,M S ELITE GENERAL CONSTRUCTION INC,2040 CUMMINGS DRIVE,LOS ANGELES,CA,90027.0,Los Angeles,(323) 913 7047,12/07/1992,11/30/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6311545,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9263524,11/02/2019,11/02/2020,,
174,1038,30.353486291426815,1020657.0,True,11.1,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,13.777272727272727,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,477.0,2.0,7.5,15.27308646812957,119.0,15.352272727272727,1.0,6500.0,Corporation,AMERICA GREEN BUILDERS,6601 ALCOVE AVE,NORTH HOLLYWOOD,CA,91606.0,Los Angeles,(888) 777 9126,11/10/2016,11/30/2020,B,CLEAR,WESCO INSURANCE COMPANY,04WB089871,11/07/2017,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9236914,08/21/2018,08/21/2020,,
175,1465,30.361444613863615,1026877.0,False,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.333333333333332,0.0,26.175,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,3.0,11.0,27.415528851735747,329.6666666666667,27.227777777777778,0.0,101333.33333333333,Sole Owner,KOR DESIGN BUILD,4150 MAMMOTH AVE,SHERMAN OAKS,CA,91423.0,Los Angeles,(310) 713 2852,05/15/2017,05/31/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100340450,03/07/2017,,Exempt,,,04/08/2019,,,
176,219,30.366635981577016,956454.0,True,16.42105263157895,1.0,3.0,10.0,0.0,2.0,2.0,0.0,1.0,7.0,1.0,1.0,0.0,32.96052631578947,13.023809523809522,0.0,20.09090909090909,24.542565767565772,19.428571428571427,9.4,0.0,11.5,15.0,0.0,11.0,9.857142857142858,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.0,13.0,9.692307692307692,24.344345857222578,218.07692307692307,22.789619995389224,1.0,44096.153846153844,,,,,,,,,,,,,,,,,,,,,,,
177,2384,30.372735377958325,986055.0,False,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,19.166666666666668,10.818181818181818,14.454545454545453,0.0,0.0,0.0,0.0,0.0,12.0,11.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.0,4.0,9.5,15.018493350461403,144.0,14.72348484848485,0.0,90750.0,Corporation,STAY FOREVER CONSTRUCTION CORPORATION,27138 CHERRY LAUREL PL,CANYON COUNTRY,CA,91387.0,Los Angeles,(661) 618 5103,08/14/2013,08/31/2021,B,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G60630315377,07/24/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9224167,01/09/2018,01/09/2021,,
178,1163,30.384580996676224,988967.0,False,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.666666666666666,0.0,0.0,19.444444444444443,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,2.0,7.5,16.338953158162198,131.5,17.055555555555554,0.0,125000.0,Corporation,J & S CONSTRUCTION SERVICES INC,5135 5TH AVENUE,LOS ANGELES,CA,90043.0,Los Angeles,(323) 974 9981,12/09/2013,12/31/2021,B,CLEAR,NAVIGATORS INSURANCE COMPANY,NAV00009654,09/20/2019,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9163198,07/21/2016,07/21/2020,,
179,5,30.404126650639782,767761.0,False,0.0,3.0,3.0,9.0,0.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,0.0,28.73125,31.636363636363637,35.32589285714286,22.2,24.008928571428573,31.076190476190476,23.071428571428573,0.0,10.5,7.5,5.75,10.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518.0,15.0,9.2,30.80788084920399,265.53333333333336,29.903777056277065,0.0,115420.0,Corporation,FOUNDATION TO ROOF INC,10800 SOUTH LA CIENEGA BL,INGLEWOOD,CA,90304.0,Los Angeles,(323) 850 6726,08/24/1999,08/31/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100040459,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9099393,05/13/2014,05/13/2021,,
180,30,30.407183032827604,993435.0,True,17.0,0.0,6.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.205000000000002,0.0,17.0,0.0,0.0,16.25,0.0,0.0,7.4,0.0,17.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,6.0,8.166666666666666,22.885779007296925,180.83333333333334,22.045833333333334,1.0,50424.666666666664,Corporation,CASA BONITA BUILDERS INC,1866 E CALAVERAS ST,ALTADENA,CA,91001.0,Los Angeles,(626) 375 9899,06/06/2014,06/30/2022,B,CLEAR,WESCO INSURANCE COMPANY,04WB049439,01/01/2016,06/05/2020,Workers' Compensation Insurance,NORGUARD INSURANCE COMPANY,CAWC004759,10/15/2019,10/15/2020,,
181,2036,30.411809857031216,857148.0,False,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,26.8,10.461538461538462,39.1,8.0,0.0,0.0,0.0,0.0,5.0,13.0,10.0,4.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,4.0,9.0,3.0,2.0,0.0,1951.0,4.0,8.0,22.011388645374012,173.25,21.090384615384615,0.0,33187.5,Corporation,DO IT RIGHT CONSTRUCTION,5240 NORWICH AVENUE,SHERMAN OAKS,CA,91411.0,Los Angeles,(818) 371 3971,04/11/2005,01/31/2022,B,CLEAR,WESCO INSURANCE COMPANY,04WB080976,12/07/2016,,Exempt,,,01/21/2020,,,
182,1267,30.42434574108635,772804.0,False,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.69285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,2.0,8.5,43.69285714285714,363.0,43.69285714285714,0.0,112500.0,Sole Owner,J M CONSTRUCTION,11726 RIVERSIDE DR,VALLEY VILLAGE,CA,91607.0,Los Angeles,(818) 753 9133,12/23/1999,12/31/2021,B| C23| C10,CLEAR,SURETEC INDEMNITY COMPANY,128023,01/01/2016,,Exempt,,,10/11/2019,,,
183,334,30.424545015682963,951293.0,False,0.0,0.0,5.0,6.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,19.4,0.0,37.714285714285715,31.27777777777778,44.38461538461539,11.333333333333332,12.762422360248447,17.214424951267056,5.0,0.0,7.0,18.0,13.0,6.5,18.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,11.0,11.727272727272727,25.825710007152587,243.54545454545453,21.14649682887669,0.0,62863.72727272727,Corporation,SANTA FE CONTRACTORS INC,34385 ACTON CANYON RD,ACTON,CA,93510.0,Los Angeles,(310) 696 1036,08/17/2010,08/31/2020,B,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G100306093630,05/25/2020,,Workers' Compensation Insurance,CALIFORNIA INSURANCE COMPANY,466045190105,08/05/2019,08/05/2020,,
184,1310,30.43216337088505,685178.0,False,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.1875,42.7,0.0,34.714285714285715,0.0,0.0,0.0,0.0,16.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.0,3.0,11.0,37.64353155655168,411.0,37.533928571428575,0.0,465333.3333333333,Sole Owner,AREND & ASSOCIATES GENERAL CONTRACTOR,101-D SOUTH BROADWAY,REDONDO BEACH,CA,90277.0,Los Angeles,(310) 901 7171,03/14/1994,03/31/2022,B,CLEAR,NAVIGATORS INSURANCE COMPANY,NAV00014317,01/01/2020,,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,7600021023191,10/31/2019,10/31/2020,,
185,1123,30.441870704533606,908224.0,False,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.833333333333332,0.0,0.0,33.74444444444444,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616.0,4.0,8.25,23.172010922566802,228.5,25.788888888888884,0.0,41775.0,Sole Owner,MUNOZ CARLOS ENRIQUE,2027 PHILLIPPI STREET,SAN FERNANDO,CA,91340.0,Los Angeles,(818) 403 7888,12/19/2007,12/31/2021,B,CLEAR,ACCREDITED SURETY AND CASUALTY COMPANY INC,10087412,11/03/2017,,Exempt,,,12/30/2019,,,
186,3696,30.447453981153124,699132.0,True,43.375,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,15.631578947368421,43.375,47.4,22.4025974025974,0.0,0.0,0.0,0.0,19.0,8.0,5.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.0,4.0,12.25,26.271653251953314,271.5,26.959193438140808,1.0,38750.0,Sole Owner,RAVEN GENERAL CONTRACTORS,24270 WALNUT STREET,NEWHALL,CA,91321.0,Los Angeles,(661) 510 7232,11/16/1994,11/30/2020,B,CLEAR,WESTERN SURETY COMPANY,65011592,03/31/2020,,Exempt,,,11/02/2018,,,
187,1379,30.452270801190807,415892.0,False,0.0,0.0,7.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,38.0,27.070175438596493,18.2,17.38888888888889,0.0,14.0,23.3,0.0,4.0,9.333333333333334,5.0,9.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2536.0,9.0,7.888888888888889,25.533315374516167,168.0,23.27647823261858,0.0,33104.88888888889,Sole Owner,PEARSON CONSTRUCTION,5730 NEWCASTLE AVENUE,ENCINO,CA,91316.0,Los Angeles,(818) 380 3194,12/21/1981,01/31/2022,B| D12,CLEAR,WESTERN SURETY COMPANY,63766765,08/17/2018,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9044266,02/01/2013,02/01/2021,,
188,969,30.45757795959757,890030.0,False,0.0,0.0,4.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,19.047619047619047,0.0,20.4,13.0,0.0,25.317460317460316,0.0,0.0,9.0,0.0,5.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,7.0,7.428571428571429,19.252151536007542,145.57142857142858,20.168253968253968,0.0,30134.285714285714,Sole Owner,BELMEX CONSTRUCTION,23024 VISTA DELGADO DRIVE,VALENCIA,CA,91354.0,Los Angeles,(323) 350 8258,01/24/2007,01/31/2021,B,CLEAR,WESCO INSURANCE COMPANY,04WB084227,04/04/2017,,Exempt,,,01/28/2019,,,
189,738,30.45760138357119,750550.0,True,28.428571428571427,0.0,4.0,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,28.428571428571427,14.244444444444445,19.714285714285715,22.816666666666666,41.0,0.0,0.0,0.0,14.0,8.666666666666666,7.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,7.0,7.285714285714286,18.866768479255683,150.71428571428572,21.297278911564625,1.0,20857.14285714286,Partnership,PERFORMANCE CONSTRUCTION,7767 VARIEL AVENUE,CANOGA PARK,CA,91304.0,Los Angeles,(818) 704 6730,06/10/1998,06/30/2020,B,CLEAR,SURETEC INDEMNITY COMPANY,454017,04/15/2018,,Exempt,,,05/21/2018,,,
190,1051,30.46147141658726,554342.0,False,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,16.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.0,2.0,10.0,15.62603550295858,158.0,15.8,0.0,50000.0,Sole Owner,AUTEN CONSTRUCTION,9018 BALBOA AVENUE #322,NORTHRIDGE,CA,91325.0,Los Angeles,(818) 701 5596,01/19/1989,12/31/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100373486,12/11/2017,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9046569,03/01/2013,03/01/2021,,
191,1074,30.464481302454814,974337.0,True,21.27777777777778,0.0,9.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,17.3,21.27777777777778,14.727272727272727,15.722222222222223,23.416666666666668,0.0,19.0,0.0,5.5,18.0,11.0,5.0,9.666666666666666,0.0,4.0,4.0,5.0,0.0,0.0,0.0,3.0,22.0,3.0,6.0,0.0,2703.0,11.0,6.7272727272727275,17.802787027989922,121.9090909090909,18.613085399449034,1.0,16090.90909090909,Corporation,A PLUS DESIGN & REMODELING,14532 FRIAR ST SUITE L,VAN NUYS,CA,91411.0,Los Angeles,(877) 888 6488,06/27/2012,06/30/2020,B,CLEAR,WESCO INSURANCE COMPANY,04WB074322,03/24/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9207717,03/14/2018,03/14/2021,,
192,1597,30.46449193234238,779702.0,False,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,35.53846153846154,19.166666666666668,35.97553475935829,15.85,0.0,0.0,0.0,0.0,13.0,18.0,11.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.0,8.0,13.375,32.813883301944074,386.375,31.30410025023996,0.0,443187.5,Corporation,ROMM REMODELING INC,5746 RHODES AVE,VALLEY VILLAGE,CA,91607.0,Los Angeles,(800) 206 0067,05/31/2000,05/31/2022,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC1030784,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9100853,05/29/2014,02/01/2021,,
193,225,30.465499737185024,796374.0,False,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,18.11111111111111,0.0,11.4375,38.0,42.0,0.0,0.0,0.0,9.0,0.0,16.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1675.0,4.0,10.75,24.70281032312573,270.5,27.38715277777778,0.0,77500.0,,,,,,,,,,,,,,,,,,,,,,,
194,1637,30.468329973795658,997591.0,False,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.428571428571429,0.0,0.0,0.0,22.09090909090909,0.0,0.0,0.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812.0,2.0,9.0,12.451250180661946,151.0,15.259740259740258,0.0,129500.0,Corporation,GREEN STAR DESIGN AND BUILD INC,18375 VENTURA BLVD #784,TARZANA,CA,91356.0,Los Angeles,(818) 381 7906,10/14/2014,10/31/2020,B,CLEAR,WESCO INSURANCE COMPANY,04WB055447,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9213141,06/22/2017,06/22/2021,,
195,957,30.473003761006876,769443.0,False,0.0,0.0,4.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,20.714285714285715,23.3,28.414141414141415,14.476851851851851,0.0,0.0,17.833333333333332,0.0,7.0,7.0,10.0,15.5,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0,8.0,11.25,22.022300575375787,223.625,21.366200697450697,0.0,76710.125,Corporation,BASIX DESIGNS & REMODELING INC,650 S HIGHLAND AVE,LOS ANGELES,CA,90036.0,Los Angeles,(323) 965 1800,09/30/1999,09/30/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC1025810,01/01/2016,,"Leasing Firm, Temp Agency, etc",ACE AMERICAN INSURANCE COMPANY,C66359281,08/01/2019,08/01/2020,,
196,1241,30.474689881280185,1008566.0,False,0.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,25.333333333333332,21.41428571428571,14.2,28.857142857142858,0.0,0.0,0.0,0.0,6.0,6.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.0,5.0,8.0,22.009962248322147,166.8,22.243809523809524,0.0,25800.0,Corporation,STONEHURST GROUP INC,11271 VENTURA BLVD 107,STUDIO CITY,CA,91604.0,Los Angeles,(818) 392 8664,10/30/2015,10/31/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100289002,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9169782,11/17/2016,11/17/2020,,
197,1299,30.475943937094957,926869.0,False,0.0,0.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,23.529166666666665,0.0,0.0,0.0,0.0,0.0,10.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,5.0,8.2,21.03797928014525,157.6,21.763333333333332,0.0,21860.0,Corporation,SERVPRO OF HOLLYWOOD HILLS / LOS FELIZ,5107 HOLLYWOOD BLVD #104,LOS ANGELES,CA,90027.0,Los Angeles,(323) 667 3100,01/05/2009,01/31/2021,B| ASB,CLEAR,HUDSON INSURANCE COMPANY,30026097,05/27/2018,,"Leasing Firm, Temp Agency, etc",ACE AMERICAN INSURANCE COMPANY,C6635927A,08/01/2019,08/01/2020,,
