,License #,is_ADU_builder,ADU_performance_score,Bldg-New_count,Bldg-Alter/Repair_count,Bldg-Addition_count,2020_proj_count,2019_proj_count,2018_proj_count,2017_proj_count,2016_proj_count,2015_proj_count,2014_proj_count,2013_proj_count,2020_performance,2019_performance,2018_performance,2017_performance,2016_performance,2015_performance,2014_performance,2013_performance,2020_avg_numb_insp,2019_avg_numb_insp,2018_avg_numb_insp,2017_avg_numb_insp,2016_avg_numb_insp,2015_avg_numb_insp,2014_avg_numb_insp,2013_avg_numb_insp,numb_revs,rate,Home Additions,New Constructions,Garage Constructions,< $5k,$5k-$20k,$20k-$50k,$50k-$100k,$250k-$500k,experience,non_ADU_proj_count,non_ADU_avg_insp,w_avg_time_per_insp,avg_construction_time,non_ADU_avg_time_per_insp,ADU_proj_count,non_ADU_avg_eval,Assessor Book,Assessor Page,Assessor Parcel,Tract,Block,Lot,Reference # (Old Permit #),PCIS Permit #,Status,Status Date,Permit Type,Permit Sub-Type,Permit Category,Project Number,Event Code,Initiating Office,Issue Date,Address Start,Address Fraction Start,Address End,Address Fraction End,Street Direction,Street Name,Street Suffix,Suffix Direction,Unit Range Start,Unit Range End,Zip Code,Work Description,Valuation,Floor Area-L.A. Zoning Code Definition,# of Residential Dwelling Units,# of Stories,Contractor's Business Name,Contractor Address,Contractor City,Contractor State,License Type,Principal First Name,Principal Middle Name,Principal Last Name,License Expiration Date,Applicant First Name,Applicant Last Name,Applicant Business Name,Applicant Address 1,Applicant Address 2,Applicant Address 3,Zone,Occupancy,Floor Area-L.A. Building Code Definition,Census Tract,Latitude/Longitude,permit_ID,is_ADU,Inspection Date,Inspection Result,Inspection Type,insp_count,construction_time,norm_construction_time,t0,freshness_score,proj_final_score
55,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2245.0,27.0,015,TR 7910,,106,19VN94575,19016-10000-12913,CofO Issued,2019-11-25,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,METRO,2019-05-21,5656.0,,5656.0,,N,STANSBURY,AVE,,,,91401.0,proposed conversion of a detached garage into an accessory dwelling un,20000.0,396.0,,0.0,ULTIMATE GREEN CONSTRUCTION INC,13302 FILMORE ST,PACOIMA,CA,B,ULTIMINIO,,CANTE LOPEZ,02/28/2021,TANIA,ROSAS,,,,,R1-1,,0.0,1285.0,,19016-10000-12913,True,2019-06-06,Conditional Approval,Deputy Drilled-In Anchors,11,172,15.636363636363637,2017-01-01,0.8093023255813954,12.654545454545454
56,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2101.0,11.0,022,TR 18166,,203,18VN81637,18016-20000-36889,CofO Issued,2019-04-10,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-11-20,8048.0,,8050.0,,N,CHASTAIN,AVE,,,,91335.0,"convert 20'-0"" x 17'-8"" (e) two car attached garage into an accessory",16238.0,327.0,0.0,1.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH CA,R1-1,,0.0,1313.0,,18016-20000-36889,True,2018-12-07,Approved,Deputy Drilled-In Anchors,13,124,9.538461538461538,2017-01-01,0.64,6.104615384615385
57,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2639.0,34.0,005,TR 15442,,15,18VN64223,18014-20000-01692,CofO Issued,2018-11-14,Bldg-Addition,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-04-04,8913.0,,8915.0,,N,COSTELLO,AVE,,,,91402.0,"convert existing  20' x  17'7"" attached 2 car  garage and add 8'-5"" x",40000.0,499.0,0.0,1.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,JOSE LUIS,,,,,,R1-1,,148.0,1199.0,,18014-20000-01692,True,2018-04-18,Approved,Footing/Foundation/Slab,11,210,19.09090909090909,2017-01-01,0.42604651162790697,8.133615221987315
58,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2108.0,20.0,009,TR 17061,,21,18VN66269,18016-20000-12040,CofO Issued,2019-04-10,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-05-01,7820.0,,7822.0,,N,SUNNY BRAE,AVE,,,,91306.0,convert existing attached garage to accessory dwelling unit per ab494,16000.0,358.0,,0.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,"PORTER RANCH, CA",RS-1,,0.0,1341.03,,18016-20000-12040,True,2018-07-11,Partial Approval,Deputy Drilled-In Anchors,13,273,21.0,2017-01-01,0.4511627906976744,9.474418604651163
59,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2613.0,19.0,012,PORTER LAND AND WATER CO.'S RESURVEY OF THE TOWN OF SAN FERNANDO,125,21,18VN80858,18016-20000-33579,CofO Issued,2019-06-07,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-11-07,14612.0,,14612.0,,W,SAN FERNANDO MISSION,BLVD,,,,91340.0,"convert(e) 20' x 18'4""  detached garage to accessory dwelling unit per",16900.0,328.0,,1.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREPS AVE,,"PORTER RANCH, CA",R1-1,,0.0,1095.0,,18016-20000-33579,True,2018-11-26,Approved,Deputy Drilled-In Anchors,14,193,13.785714285714286,2017-01-01,0.627906976744186,8.656146179401993
60,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2507.0,016,008,TR 14923,,47,19VN85940,19016-20000-00541,CofO Issued,2019-06-06,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2019-01-25,14563.0,,14563.0,,W,DYER,ST,,,,91342.0,convert the (e) detached garage into an accessory dwelling unit per ab,17000.0,329.0,,0.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH CA,R1-1,,0.0,1070.2,,19016-20000-00541,True,2019-02-13,No Access for Inspection,Deputy Drilled-In Anchors,11,113,10.272727272727273,2017-01-01,0.7013953488372093,7.20524312896406
61,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2511.0,035,012,TR 25472,,38,18VN71396,18016-20000-21346,CofO Issued,2018-10-18,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-07-10,13846.0,,13848.0,,N,MINDORA,AVE,,,,91342.0,"convert (e) 21'-0"" x 21'-1"" attached garage to (n) accessory dwelling",20000.0,416.0,0.0,0.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,AIAS,,10761 CREBS AVE,,"PORTER RANCH, CA",RS-1,,0.0,1061.11,,18016-20000-21346,True,2018-07-11,Partial Approval,Footing/Foundation/Slab,11,99,9.0,2017-01-01,0.5162790697674419,4.6465116279069765
62,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2201.0,006,008,TR 16651,,138,18LA10235,18016-20000-18982,CofO Issued,2019-02-14,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-09-12,17545.0,,17545.0,,W,LANARK,ST,,,,91325.0,convert (e) detached garage into a (n) accessory dwelling unit per ab,15000.0,335.0,,1.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH CA,R1-1,,0.0,1312.0,"(34.2181, -118.51588)",18016-20000-18982,True,2018-10-09,Partial Inspection,Floor/Roof Diaphrgm/Shear Wall,13,128,9.846153846153847,2017-01-01,0.575813953488372,5.669552772808586
63,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2779.0,43.0,027,TR 27051,,13,18VN78145,18014-20000-05621,CofO Issued,2019-05-16,Bldg-Addition,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-10-03,21818.0,,21820.0,,W,ECCLES,ST,,,,91304.0,"convert the (e) 21'-6""x22'7"" garage and add 5'-6x17'-1"" to create a (n",30000.0,544.0,0.0,0.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH CA,RS-1,,82.0,1132.33,,18014-20000-05621,True,2018-10-26,Approved,Footing/Foundation/Slab,15,202,13.466666666666667,2017-01-01,0.5953488372093023,8.01736434108527
64,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2235.0,20.0,026,TR 11307,,8,18VN72078,18016-20000-22324,CofO Issued,2019-04-25,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-07-18,15116.0,,15118.0,,W,GILMORE,ST,,,,91411.0,"convert 18'-8"" x 19-2"" attached garage to accessory dwelling unit per",16500.0,339.0,0.0,1.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH CA,R1-1-RIO,,5.0,1278.06,"(34.18739, -118.46239)",18016-20000-22324,True,2018-08-24,Insp Scheduled,Footing/Foundation/Slab,20,244,12.2,2017-01-01,0.5237209302325582,6.389395348837209
65,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2650.0,2.0,025,TR 11395,,95,18VN75683,18016-20000-27877,CofO Issued,2019-02-26,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-09-04,9651.0,,9651.0,,N,LEMONA,AVE,,,,91343.0,"convert the (e) garage and portion of (e) storage to a 29'5""x18' adu p",23000.0,490.0,,,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH CA,RA-1,,0.0,1171.02,,18016-20000-27877,True,2018-10-18,Not Ready for Inspection,Footing/Foundation/Slab,7,131,18.714285714285715,2017-01-01,0.5683720930232559,10.636677740863789
66,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2611.0,2.0,001,TR 19833,,32,18VN74553,18016-20000-14958,CofO Issued,2019-04-30,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-08-17,12242.0,,12242.0,,N,YOUNGDALE,AVE,,,,91342.0,convert (e) detached garage into (n) accessory dwelling unit per ab 49,22000.0,417.0,,0.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,"PORTER RANCH, CA",RS-1,,0.0,1066.48,,18016-20000-14958,True,2018-08-30,Corrections Issued,Footing/Foundation/Slab,7,243,34.714285714285715,2017-01-01,0.5516279069767441,19.14936877076412
67,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2316.0,3.0,002,TR 13219,,2,18VN64224,18016-20000-09646,CofO Issued,2019-01-03,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-04-04,7749.0,,7749.0,,N,BECK,AVE,,,,91605.0,convert (e) detached garage to accessory dwelling unit as per ab 494 a,17000.0,364.0,,0.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH,R1-1-CUGU,,0.0,1219.0,,18016-20000-09646,True,2018-04-24,Approved,Footing/Foundation/Slab,11,254,23.09090909090909,2017-01-01,0.42604651162790697,9.837801268498943
68,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2319.0,12.0,006,TR 13315,,6,18VN71168,18014-20000-03745,CofO Issued,2018-10-30,Bldg-Addition,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-07-05,6613.0,,6613.0,,N,FAIR,AVE,,,,91606.0,"8'3"" x 14'0"" addition and detached garage conversion to an accessory d",26000.0,437.0,,1.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,,,,R1-1,,108.0,1232.06,,18014-20000-03745,True,2018-07-18,Approved,Deputy Drilled-In Anchors,13,104,8.0,2017-01-01,0.5116279069767442,4.093023255813954
69,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,6068.0,1.0,026,TR 5432,,27,19SL66571,19014-10000-00935,CofO Issued,2019-09-12,Bldg-Addition,1 or 2 Family Dwelling,Plan Check,,,METRO,2019-03-21,10807.0,,10807.0,,S,GRAPE,ST,,,,90059.0,addition  to an existing garage and conversion to accessory dwelling u,40000.0,499.0,,0.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2021,SERGIO,GARIBAY,,1048 1/2 24TH ST,,"LOS ANGELES, CA",R1-1,,99.0,2430.0,,19014-10000-00935,True,2019-04-08,Not Ready for Inspection,BUILDING-Rough-Frame,12,157,13.083333333333334,2017-01-01,0.7525581395348837,9.845968992248062
70,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2531.0,028,003,TR 28730,,43,19VN03203,19014-20000-04885,CofO Issued,2020-03-07,Bldg-Addition,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2019-09-10,11924.0,,11926.0,,W,KATHYANN,ST,,,,91342.0,add 18' x 27' attached carport per city standard and convert attached,30000.0,1670.0,0.0,1.0,ULTIMATE GREEN CONSTRUCTION INC,13302 FILMORE ST,PACOIMA,CA,B,ULTIMINIO,,CANTE LOPEZ,02/28/2021,BRYAN,ARIAS,,23524 HERITAGE OAK,,NEW HALL CA,RS-1,,486.0,1041.03,,19014-20000-04885,True,2019-09-17,Conditional Approval,Deputy Drilled-In Anchors,14,172,12.285714285714286,2017-01-01,0.9134883720930232,11.222857142857144
71,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2510.0,010,018,TR 9179,,19,19LA29099,19014-10000-03554,CofO Issued,2020-01-02,Bldg-Addition,1 or 2 Family Dwelling,Plan Check,,,METRO,2019-07-18,13375.0,,13375.0,,W,HERRON,ST,,,,91342.0,convert (e) garage to adu with new addition per ab 494 and sb 229.,25000.0,498.0,,0.0,ULTIMATE GREEN CONSTRUCTION INC,13302 FILMORE ST,PACOIMA,CA,B,ULTIMINIO,,CANTE LOPEZ,02/28/2021,TANIA,ROSAS,,,,,R1-1,,0.0,1061.12,,19014-10000-03554,True,2019-08-12,Partial Approval,Excavation/Setback/Form/Re-Bar,17,143,8.411764705882353,2017-01-01,0.8632558139534884,7.261504787961696
72,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2613.0,24.0,043,PORTER LAND AND WATER CO.'S RESURVEY OF THE TOWN OF SAN FERNANDO,121,11,18VN78147,18016-20000-31344,CofO Issued,2019-11-09,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-10-03,11170.0,,11170.0,,N,RINCON,AVE,,,,91340.0,convert (e) garage/storage into a (n) accessory dwelling unit per ab 4,28000.0,633.0,1.0,1.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH CA,R1-1,,0.0,1095.0,,18016-20000-31344,True,2018-10-24,Partial Approval,Footing/Foundation/Slab,12,381,31.75,2017-01-01,0.5953488372093023,18.90232558139535
73,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2664.0,21.0,048,TR 13738,,10,19VN92865,19010-20000-00431,CofO Issued,2020-03-28,Bldg-New,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2019-04-30,14656.0,,14656.0,,W,MACLAY,ST,,,,91345.0,new 20'x20' adu per ab 494 and sb 229_  all work to be done per la cit,40400.0,367.0,,1.0,ULTIMATE GREEN CONSTRUCTION INC,13302 FILMORE ST,PACOIMA,CA,B,ULTIMINIO,,CANTE LOPEZ,02/28/2021,BRYAN,ARIAN,,23524 HERRITAGE OAK,,"NEWHALL, CA",R1-1,,367.0,1091.0,,19010-20000-00431,True,2019-10-08,Partial Inspection,Excavation/Setback/Form/Re-Bar,21,172,8.19047619047619,2017-01-01,0.7897674418604651,6.468571428571428
74,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2618.0,18.0,030,THE MACLAY RANCHO,,86 (PT 300),19VN09955,19016-20000-38759,CofO Issued,2020-04-02,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2019-12-09,13849.0,,13849.0,,W,MERCER,ST,,,,91331.0,convert the detached recreation room into an accessory dwelling unit p,12000.0,0.0,,,ULTIMATE GREEN CONSTRUCTION INC,13302 FILMORE ST,PACOIMA,CA,B,ULTIMINIO,,CANTE LOPEZ,02/28/2021,BRYAN,ARIAS,,23524 HERITAGE OAK,,NEWHALL CA,R1-1-O,,0.0,1044.03,,19016-20000-38759,True,2019-12-19,Approved,BUILDING-Rough-Frame,13,105,8.076923076923077,2017-01-01,0.9972093023255814,8.05438282647585
75,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,6065.0,26.0,052,TR 31001,,48,19VN96588,19016-10000-16471,CofO Issued,2020-01-21,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,METRO,2019-06-18,10300.0,1/2,10300.0,1/2,S,KIMBERLY,AVE,,,,90002.0,conversion of (e) detached garage to new accessory dwelling unit per a,10000.0,443.0,,1.0,ULTIMATE GREEN CONSTRUCTION INC,13302 FILMORE ST,PACOIMA,CA,B,ULTIMINIO,,CANTE LOPEZ,02/28/2021,TANIA,ROSAS,,13302 FILMORE ST,,,R1-1,,443.0,2427.0,"(33.94286, -118.24031)",19016-10000-16471,True,2019-07-02,Conditional Approval,Deputy Drilled-In Anchors,22,203,9.227272727272727,2017-01-01,0.8353488372093023,7.70799154334038
76,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2022.0,010,004,TR 21394,,115,19VN04118,19016-10000-15952,CofO Issued,2020-02-05,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,METRO,2019-09-20,22706.0,,22706.0,,W,COVELLO,ST,,,,91307.0,convert existing detached garage into an accessory dwelling unit per a,18400.0,400.0,,,ULTIMATE GREEN CONSTRUCTION INC,13302 FILMORE ST,PACOIMA,CA,B,ULTIMINIO,,CANTE LOPEZ,02/28/2021,TANIA,ROSAS,,13302 FILMORE ST.,,"PACOIMA, CA",RS-1,,0.0,1343.03,,19016-10000-15952,True,2019-10-02,No Access for Inspection,Deputy Drilled-In Anchors,11,126,11.454545454545455,2017-01-01,0.9227906976744186,10.57014799154334
77,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2334.0,013,040,TR 11466,,31,18VN67187,18016-20000-14083,CofO Issued,2018-09-13,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-05-14,6118.0,,6118.0,,N,SIMPSON,AVE,,,,91606.0,convert (e) detached garage into (n) accessory dwelling unit per ab 49,17000.0,311.0,,0.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,PORTER RANCH CA,R1-1,,-13.0,1239.01,"(34.18188, -118.38873)",18016-20000-14083,True,2018-06-13,Approved,Footing/Foundation/Slab,10,92,9.2,2017-01-01,0.46325581395348836,4.261953488372092
78,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2647.0,11.0,033,TR 16840,,49,18LA08380,18016-20000-16161,CofO Issued,2019-01-03,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-08-14,9941.0,,9943.0,,N,NATICK,AVE,,,,91345.0,convert t (e) attached  garage into a (n) accessory dwelling unit per,16974.0,1673.0,0.0,1.0,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,JOSE,,,7934 WOODMAN AVE,,PANORAMA CITY CA,RS-1,,0.0,1096.01,,18016-20000-16161,True,2018-09-14,Approved,Footing/Foundation/Slab,11,111,10.090909090909092,2017-01-01,0.5488372093023256,5.538266384778013
79,1023605.0,True,15.058249873252528,1.0,21.0,8.0,,11.0,19.0,,,,,,,11.112647334839847,18.239985453143348,,,,,,,13.272727272727273,12.263157894736842,,,,,,,,,,,,,,,,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,2644.0,16.0,017,TR 18084,,223,18VN80856,18016-20000-35705,CofO Issued,2020-04-09,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-11-07,14279.0,,14281.0,,W,GAGER,ST,,,,91331.0,convert attached 20'x19' garage to an accessory dwelling unit per ab 4,20000.0,351.0,0.0,,ULTIMATE GREEN CONSTRUCTION INC,1062 BRAND BLVD,SAN FERNANDO,CA,B,ULTIMINIO,CANTE,LOPEZ,02/28/2019,BRYAN,ARIAS,,10761 CREBS AVE,,"PORTER RANCH, CA",R1-1,,0.0,1192.01,"(34.24398, -118.44416)",18016-20000-35705,True,2018-11-29,Approved,Footing/Foundation/Slab,13,497,38.23076923076923,2017-01-01,0.627906976744186,24.00536672629696
