,permit_ID,full_description
155,19010-30000-01227,NEW 2-STORY TYPE VB ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.
156,19016-20000-33734,Interior remodel to 2nd floor of single-family dwelling. Convert (e) bedroom into new study room and relocate laundry unit to 2nd floor.
157,17014-10000-04123,Addition to (E) SFD:  Convert (E) Mezzanine Spaces (267 SF) on third story to bedrooms and third-story addition to create hallway and bathroom (94SF) and covered patio (68 SF).  Structural strengthening of 1st and 2nd stories.  All work pursuant to ZA-2014-2356-ZAA-SPP.  COMPLY WITH DEPARTMENT ORDER effective date 02/20/2014. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE
158,19014-30000-03257,(N) ACCESSORY DWELLING UNIT ATTACHED TO EXISTING DETACHED 2-CAR GARAGE. PER AB 494 AND SB229.
159,18016-10000-31259,"CONVERT (E) 22'X20' GARAGE TO AN ACCESSORY DWELLING UNIT PER AB494 & SB229 EXTERIOR ALTERATION TO INFILL EXISTING OPENINGS AND MAKE NEW OPENINGS, AND REMOVE AND REPLACE ROOF SHINGLES, WORK PER WFPP"
160,18026-20000-00027,Convert (E) retaining wall to freestanding wall (grading retained grade under separate permit).
161,19014-10000-00877,"TO CONVERT (E) GARAGE INTO AN ADU PER SB 229, AB 494 AND 406 SF ADDITION (1 STORY BUILDING) PER WOOD FRAME PRESCRIPTIVE DESIGN"
162,18016-20000-20850,"CONVERT (E) 15'-10"" x 20'-8"" ATTACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER WFPP."
163,19016-20001-10412,"SUPPLEMENTAL TO PERMIT #: 19016-20000-10412 TO CONVERT ATTACHED 20’-0” X 24’-2” CARPORT AND 5’-0” X 24’-2” PORTION OF PATIO COVER TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229, REMOVE 12’-10” X 25’-0” PORTION OF (E) PATIO COVER. ALL WORK PER WFPP"
164,19043-20000-04192,"NFPA 13D system for attached ADU. 1"" meter."
165,19014-10000-03067,"ADDITION TO GARAGE AND CONVERT INTO NEW ACCESSORY DWELLING UNIT (A.D.U.).  PER AB 494 AND SB 229,  (4)-BEDROOMS AND (2)-BATHROOMS.   ALL WORK PER WFPP."
166,18016-10000-29129,INTERIOR  ALTERATIONS TO (E) 2 STORY 3 UNIT APARTMENT TO CONVERT TO 2-STORY DUPLEX; ALL NEW AND DEMO OF WALLS NON-BEARING. NO EXTERIOR ALTERATIONS.  COMPLY WITH DEPARTMENT ORDER effective date 02/20/2018. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE.
167,19014-30000-00306,Addition to rec room and convert to ADU per AB 494 and SB 229
168,19010-20000-01190,"NEW 28'-9"" X 17' ACCESSORY DWELLING UNIT PER SB 229 AND AB 494. ALL WORK DONE PER WFPP."
169,19016-20000-12289,"CONVERT (E) 19'-4"" X 19'-9"" DETACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER DESIGN."
170,19019-20000-04278,DEMO DETACHED GARAGE IN CONJUNCTION WITH NEW ADU CONSTRUCTION
171,19016-20000-26114,INTERIOR REMODEL TO CONVERT LAUNDRY ROOM TO A BATHROOM AND CONVERT PORTION OF (E)BEDROOM TO A BATHROOM.REMODEL (E)BATHROOM. REPLACE DRY ROT DRYWALL AND REMODEL KITCHEN. REMOVE AND REPLACE (E) WINDOWS AND INTERIOR DOORS FOR SAME SIZE AND TYPE. CONVERT (E)FAMILY ROOM TO BEDROOM.
172,19016-20000-09005,CONVERT (18' X 20') GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229. ALL WORK PER WFPP.
173,18014-70000-07316,ADDITION TO (E) GARAGE TO CREATE ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
174,18016-30000-32721,"Convert (E) 14'-6""x 9'-0""  (126 sf) part of (E) garage basement to Accessory Dwelling Unit per AB 494 and SB 229 and interior remodel to (E) SFD."
175,18014-20000-05653,"ADD IRREGULAR SHAPE 33'11"" X 26.33' TO DETACHED GARAGE AND CONVERT TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.  ALL WORKS ARE PER WFPP."
176,19016-30000-27959,Interior remodel. Convert existing recroom on the 2nd floor to bedroom.
177,18010-10000-02068,New 21'-0''x 38'-0'' detached 2-story accessory dwelling unit per  AB 494 and SB 229  with attached 2-car garage.
178,19014-20000-00356,ADD 14' x 16' TRELLIS AND CONVERT THE (E) GARAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER WFPP
179,19043-20000-05102,NEW 13D SYSTEM FOR 1 STORY ADU. 1 INCH METER.
180,18016-10000-30084,INTERIOR ALTERATIONS TO (E) SFD W/ ATTACHED GARAGE TO CONVERT (2) CLOSETS INTO NEW BATHROOMS. ADDITION OF (1) EXTERIOR SHOWER WINDOW.
181,18016-30000-03977,convert (e) Rec-room into ADU per AB494 and SB229
182,18016-20000-34397,ECPC EXP - CONVERT (E) GARAGE AND (E) PATIO COVER TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
183,18016-20000-36018,"CONVERT (E) 19'-6"" X 20'-0"" ATTACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER DESIGN."
184,19016-20000-27847,CONVERT DETACHED RECREATION ROOM TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK DONE PER WFPP.
185,18010-20000-03590,New 30'-6''x 49'-10'' irregular shaped Accessory Dwelling Unit PER AB 494 AND SB 229
186,17016-20000-26396,"Convert portion of kitchen to living room & bathroom, convert laundry into closet, convert bathroom to closet, remodel portion of living room for expansion of bedroom, remodel bedroom, convert portion of bedroom to bathroom and remodel living room. All work per engr."
187,17010-20000-01214,NEW DETACHED ACCESSORY DWELLING UNIT PER AB2299 & SB 1069 AND PER WFPP; COMPLY WITH DEPARTMENT ORDER effective date 01/25/2008. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE
188,18016-10000-19464,"CONVERSION OF EXISTING GARAGE (19'10""X20'0"") TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. SCOPE INCLUDE NEW INTERIOR PARTITIONS, NEW SKYLIGHTS, NEW RAISED FLOOR FRAMING AND FOUNDATIONS."
189,19016-20000-09646,CONVERT THE (E) 18 X 20 GARAGE INTO A (N) ADU PER AB494 AND SB 229 FOR ACCESSORY DWELLING UNITS. WORK PER ENGINEERING.
190,19016-10000-08841,"CONVERT A PORTION OF THE GROUND FLOOR (44'-6"" 20'-3"") OF AN EXSITING 2-STORY SINGLE FAMILY DWELLING INTO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.    ***SEE COMMENTS***"
191,19014-20000-02594,"NEW 38' X 23'8"" IRREGULAR SHAPED ADDITION OF AN  ACCESSORY DWELLING UNIT TO (E) SINGLE FAMILY DWELLING AS PER PER AB 494 AND SB 229  , ALL WORK PER WFPP"
192,18030-20000-07481,Removal and Recompact for new single family dwelling and new accessory living quarter.
193,16020-10000-02654,INSTALL SOLAR ARRAY (covert open canopy to accessory building) TOTAL 8 STEEL POST UP TO 16FT HIGH PER ZA2016-4657 (ZAA) (ZAD).
194,18010-10000-04742,"NEW 31'0"" X 24'6"" ,1198 SF,  2 STORY DETACHED ACCESSORY DWELLING UNIT PER AB 494 AND SB 229."
195,19014-10000-03554,CONVERT (E) GARAGE TO ADU WITH NEW ADDITION PER AB 494 AND SB 229.
196,18016-10000-07156,CONVERT EXISTING GARAGE INTO ACCESSORY DWELLING UNIT AND ADD 12'X20' ATTACHED CARPORT  MULTIPLE 1 OF 4
197,19016-20000-06504,"10'6""X12'6"" ADDITION & CONVERT THE (E) 20'0""X18'0"" GARAGE INTO A (N) ADU PER AB 494 AND SB 229 FOR ACCESSORY DWELLING UNITS. ALL WORK PER WFPP"
198,18019-30000-04336,Demo accessory structure
199,18010-20000-04026,"PROPOSE (N) 18'X33'-4"" ONE STORY ACCESSORY LIVING QUARTER WITH ATTACHED LAUNDRY ROOM WITH EXTERIOR ACCESS_BUILDING SHALL BE FULLY SPRINKLER THROUGH OUT WITH NFPA 13D."
200,19016-20000-17481,CONVERT THE (E) 30' X 20' DETACHED  STORAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.
201,18016-20000-04078,CONVERT THE EXIST. 18' x 18' ATTACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 494 & SB 229.
202,19016-30000-06990,CONVERT (E) ATT. GARAGE TO A DRIVE-THRU CARPORT.
203,19010-10000-00930,DETTACHED NEW ACCESSORY DWELLING UNIT  PER AB494 AND SB229
204,16010-30001-05910,Supplemental to 16010-10000-05910 to add basement level to Accessory living quarters and garage.
205,18014-70000-05291,PORTION OF GARAGE TO BE CONVERTED TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 AND ADDITION
206,19016-20000-17161,"CONVERT (E) DETACHED GARAGE AND 3'-11"" x 16'-9"" PORTION OF ATTACHED STORAGE ROOM INTO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORKS ARE PER WFPP. Comply with department order effective date 6/22/2017, permit will expire 30 days from issuance date."
207,17010-10001-03700,PROPOSED GRADING FOR NEW ACCESSORY DWELLING UNIT
208,17016-10000-26213,"CONVERT 29' X 12' GARAGE TO ACCESSORY DWELLING UNIT PER AB2299 and SB 1069. (30' x 13')  ""COMPLY WITH DEPARTMENT ORDER effective date 06/07/2016. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"". All permits shall be for the same time period limitation. CEIS Case Number is 722322."
209,18016-30000-16936,"Convert (E) 20'-0""x 18'-0"" Detached Garage to Accessory Dwelling Unit per AB 494 and SB 229."
210,19016-30000-23166,Convert existing garage to ADU with added trellis per AB494 & SB229
211,19016-20000-03638,INTERIOR REMODEL TO (E) SFD TO CONVERT BEDROOM TO (N) BATHROOM & CLOSET IN THE (E) SFD. REMODEL KITCHEN AND LAUNDRY. ALL INTERIOR WORK.
212,19043-20000-04491,"NFPA 13D system for ADU. 1"" shared meter."
213,18010-20000-00232,"PROPOSED (N) (26'-11"" x 44'-7"") ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 PER WFPP"
214,18014-30000-02960,ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 ADDITION TO (E) GARAGE
215,18014-20000-01257,"CONVERT  26' X 19'-1"" EXISTING CARPORT TO ENLARGE KITCHEN; ADD 10'-5"" X 5'-5"" HALF BATHROOM (EXTERIOR ACCESS ONLY) AND STORAGE TO EXISTING GARAGE; INTERIOR REMODEL; ADD 39'-2"" X 19'-10"" DECK TO REAR OF EXISTING DWELLING"
216,18043-20000-06458,NEW 13D SYSTEM FOR 2 STORY ADU. 1 INCH METER SHARED WITH MAIN HOUSE
217,19047-20001-00251,SUPPL. PERMIT TO 19047-20000-00251 TO ADD UP SLOPE DETAIL TO THE POOL PERMIT
218,19010-30000-01037,NEW 2-STORY ACCESSORY DWELLING UNIT (ADU)  IN REAR OF THE LOT PER AB 494 AND SB 229.
219,18014-20001-04390,Supplemental to permit # 18014-20000-04390 to reduce the size of  ADU  and revise floor plan. Work per engineer.
220,18016-20000-36253,"CONVERT ATTACHED 19'8"" X 18'4"" GARAGE TO  ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.  ALL WORKS ARE PER WFPP"
221,19014-20000-04369,Add 8' x 12' to and convert detached garage into an Accessory Dwelling Unit per AB 494 & SB 229
222,19043-10000-02811,VOLUNTARY NFPA 13D SYSTEM FOR ADU. 1 INCH DOMESTIC WATER METER.
223,18016-20000-33072,"CONVERT 18' 10"" X 28' 10"" 1-CAR GARAGE AND ACCESSORY LIVING QUARTERS CONVERTED TO AN ACCESSORY DWELLING UNIT PER AB 494 & SB 229. ALL WORK DONE PER STRUCTURAL ENGINEERING."
224,18014-20000-06067,"Convert laundry room to laundry & bathroom with addition of 5'5"" x 6'2"" remodel bathroom, replace kitchen beam and bearing wall with new beam.  All works are per envineering."
225,18010-30000-04921,New detached accessory dwelling unit per AB494 and SB229
226,17016-20000-34463,CONVERT  (E) GARAGE / STORAGE BUILDING  INTO A (N) ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.
227,19014-10000-01485,"Addition of ADU to existing garage per AB 494 and SB 229, WFPP"
228,17010-70000-03449,"New 2-story, 30'x26', Type VB, R3-Occ/U-Occ Accessory Dwelling Unit per AB 2299 AND SB 1069 with Attached 2-car garage."
229,18010-30000-03426,New detached Accessory Dwelling Unit per AB 494 and SB 229
230,17010-30000-03424,"New 24'1"" x 17'1""  2-story Accessory Dwelling Unit per AB 2299 and SB 1069."
231,18014-10000-04359,NEW ACCESSORY DWELLING UNIT ADDITION TO (E) GARAGE PER AB 494 AND SB 229.
232,18014-30000-06062,Addition of a SFD to (e) detached 2-car garage and convert garage to ADU per AB494 and SB 229.
233,19010-20000-02068,NEW ADU PER AB 494 AND SB 229
234,19014-20000-00282,"ADD 18'-1"" X 17'-1"" TO DETACHED RECREATION ROOM AND CONVERT TO ACCESSORY DWELLING UNIT PER AB494 AND SB229. WORK PER WFPP."
235,19016-10000-14125,PROPOSED CONVERSION OF ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 and SB 229; ALL WORK PER WFPP
236,19016-10000-19975,INTERIOR  ALTERATION OF (E) SFD TO CONVERT 912 sf   TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229.
237,20016-20000-00936,CONVERT THE (E) LAUNDRY ROOM INTO A (N) BATHROOM. WORK PER LA STD WFPP.
238,19014-20000-05901,"ADD 13'-4"" x 12'-8"" TO AND CONVERT THE DETACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.  ALL WORKS ARE PER DESIGN"
239,18016-10000-06847,CONVERT EXISTING SINGLE CAR GARAGE TO ACCESSORY DWELLING UNIT.
240,19010-10000-02670,"FOR NEW 1-STORY DETACHED (42'-9"" X 20'-10"") ACCESSORY AND INCIDENTAL STORAGE TO EXISTING DWELLING."
241,19016-20000-19856,"Convert ground floor closet to bathroom, convert closet into 2 closets; convert 2nd floor closet to bathroom and convert bedroom into 2 bedroom.  All works are per design."
242,18014-70000-01921,"Add 31.5' x 18.7' new 2nd floor accessory dwelling unit to detached garage per AB494 & SB229 with irregular shape 18'1"" x 9'4"" patio cover and 4.5' x 5'3"" stairs loby attached to the ground floor garage.  All works are per engineering."
243,20016-10001-00446,SUPPLEMENTAL TO 20016-10000-00446 TO CORRECT BUILDING SUB TYPE AND USE CODE FROM APPARTMENT TO 1 OR 2 FAMILY DWELLING.
244,18014-20000-04144,"CONVERT (E) 18'-4"" X 20'-2"" DETACHED GARAGE AND ADD 9'-0"" X 12'-11"" FOR (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229."
245,16030-30000-04077,Grading for new SFD and 2 accessory structures. Remove and recompact.
246,18014-10000-06945,"PROPOSED ADDITION TO EXISTING GARAGE AND CONVERT TO A.D.U. PER AB494 AND SB229 all work per WFPP.COMPLY WITH DEPARTMENT ORDER effective date 12/21/2018. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
247,18016-20000-40782,CONVERT THE (E) ATTACHED GARAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK DONE PER WFPP.
248,17010-20000-05007,New irregularly shaped 22'-9''x 61'-4'' accessory dwelling unit per AB2299 and SB1069. Building shall be equipped with automatic fire sprinkler system NFPA13D.
249,19016-20000-12251,CONVERT THE (E) GARAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEERING.
250,19016-10000-16885,INTERIOR ALTERATION TO (E) SFD TO CONVERT EXISTING ONE BATHROOM INTO 2 BATHROOMS  AND REMODEL EXISTING BEDROOM.
251,18010-20000-05783,"NEW 20'-0"" X 47'-0"" 2-STORY ACCESSORY DWELLING UNIT W/ ATTACHED 2-CAR GARAGE AND DECK ABOVE PER AB 494 AND SB 229. ALL WORK PER ENGINEERING."
252,18014-30000-04217,Attached garage to SFD and convert to ADU. Addition and major remodel.
253,17016-20000-35116,CONVERT (E) DETACHED GARAGE/ STOARGE  INTO A (N)  ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.
254,19016-20000-06247,"CONVERT 18' X 15' 7"" PORTION OF (E) 2-CAR GARAGE/STORAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229 AND CONVERT THE REMAINING PORTION OF (E) 2-CAR GARAGE/STORAGE TO A 1-CAR GARAGE. ALL WORK DONE PER STRUCTURAL ENGINEERING."
255,18016-20000-31706,"CONVERT (E) 28'2""X27'11"" REC. ROOM TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. NO STRUCTURAL CHANGES."
256,18010-30000-05619,(N) DETACHED 2-STORY ACCESSORY DWELLING UNIT. PER AB494 AND SB229.
257,17016-30000-24456,Convert attached garage to ADU per AB 2299 & SB 1069.
258,18010-20000-00576,"NEW 15'-0"" X 33'-3"" DETACHED ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER WFPP."
259,18014-10000-06891,2) CONVERT (E) GARAGE TO ADU PER AB 494 AND SB 229  2 OF 2
260,18016-20000-35550,CONVERT GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229
261,18014-10000-03994,"CONVERT 20x20 GARAGE AND ADDITION OF (16.5'x7') TO CREATE AN ACCESSORY DWELLING UNIT AND AN ATTACHED STORGE PER AB 494 & SB229, EXTERIOR ALTERATION TO ADD A SKYLIGHT"
262,17014-20000-03409,2ND STORY ADDITION TO (E) DET. GARAGE FOR ADU PER AB 2299 AND SB 1069. NEW 137 SF  ATTACHED PATIO COVER AT FIRST FLOOR.
263,18016-70000-05623,CONVERT (E) GARAGE TO ACCESSORY DWELLING UNIT PER AB 494  AND SB 229. (remove 2 feet off the lenght of (e) garage)
264,19016-30000-00942,CONVERT PORTION OF (E) GARAGE TO BATHROOM AND STORAGE ROOM. PER WOOD FRAME PRESCRIPTIVE PROVISIONS.
265,17010-20000-02333,(N) ACCESSORY LIVING QUARTER
266,19016-70000-24707,CONVERT EXISTING WALK IN CLOSET INTO A NEW BATHROOM
267,18014-20000-03442,"ADD 17' X 23'-6"" TO (E) 20' X 20'  GARAGE AND CONVERT TO  ACCESSORY DWELLING UNIT PER AB 494 & SB 229"
268,19016-20000-01133,ECPC WALK IN: CONVERT THE (E) TWO CAR GARAGE INTO A (N) ADU PER AB 494 AND SB 229 FOR ACCESSORY DWELLING UNITS. ALL WORK PER ENGINEER
269,15010-10000-00652,NEW 2-STORY ACCESSORY BUILDING W/ ATTACHED 3-CAR GARAGE AND POOL BATH
270,19014-20000-00814,"16'-8"" x 17'-5"" ADDITION AND CONVERT PORTION OF GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229"
271,18014-20000-06888,"CONVERT GARAGE TO TWO BEDROOMS. 25'-3"" X 10'-8"" ADDITION AND REMODEL THROUGHOUT (E) DWELLING TO REARRANGE FLOOR PLAN LAYOUT AND ADD NEW 19'-6"" X 19'-6"" ATTACHED GARAGE."
272,19016-10000-27699,CONVERTION OF (E) ATTACHED GARAGE INTO NEW ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER TYPE V SHEET.
273,17016-10000-06176,"CONVERT GARAGE ATTACHED TO ( E ) SINGLE FAMILY DWELLING TO A NEW ACCESSORY DWELLING UNIT ,  PER AB 2259 AND SB 1069 ."
274,18016-10000-08216,CONVERT (E) DETACHED REC. ROOM TO (N) ACCESSORY DWELLING UNIT PER AB-494 & SB-229.
275,17014-20000-05127,"ENCLOSE (E) BREEZWAY AND ADDITION (235 SF) TO THE (E) SFD. CONVERT PORTION OF GARAGE TO STEPS/LANDING (4'8""X4'4""). REMOVE NONBEARING INTERIOR WALL  AND INSTALL NEW PARTITION WALLS TO ADD NEW BATHROOM AND REMODEL (E) BEDROOM AND BATHROOMS. REMODEL (E) KITCHEN AND LAUNDRY. ADD NEW PREFAB FIREPLACE, NEW WINDOWS AND DOORS. REMOVE AND REPLACE ROOF MATERIAL."
276,18014-30000-04461,"SFD KITCHEN AND MASTER BEDROOM REMODEL, CONVERT PERTION OF ATTACHED GARGE TO STUDY, NEW COVERED PORCH FOR BASEMENT AND 1ST FLOOR AT THE REAR OF THE DWELLING."
277,19016-20000-04251,CONVERT ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORKS ARE PER WFPP
278,19016-20000-07028,"CONVERT (E) 21'-0"" X 25'-6"" BEDROOM TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER DESIGN."
279,18016-20000-28774,"CONVERT THE EXISTING DETACHED 20'X20'1"" GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229. ALL WORK PER WFPP."
280,19030-40000-01953,Grading for overexcavation/recompaction for Accessory Dwelling Unit
281,19016-20000-07644,CONVERT THE (E) DETACHED GARAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER WFPP
282,19016-20000-33527,"ECPC DROP OFF****CONVERT (E) 18'-3"" X 19'-5"" ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229. ALL WORK PER WFPP."
283,19016-10000-33076,"INTERIOR REMODEL TO (E) SINGLE FAMILY DWELLING TO CONVERT LUANDRY ROOM TO BATHROOM, REPLACE ALL WINDOWS SAME SIZE & LOCATION, REPLACE INTERIOR DRYWALL AND INSULATIONS AND REPAIR PORCH ROOF LESS THAN 10%; ALL WORK PER WFPP"
284,18016-20000-37931,"CONVERT THE (E) 22'-6"" X 21'-3"" ATTACHED GARAGE INTO A NEW ACCESSORY DWELLIN UNIT PER AB 494 AND SB 229 AND CONVERT (E) 14'-5"" x 11'-3"" IRREGULAR SHAPED BEDROOM  AND CLOSET TO BE PART  OF THE ACCESSORY DWELLING UNIT. ALL WORK PER WFPP"
285,19016-20000-24052,CONVERT ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK PER LA STD WFPP.
286,19016-20000-34692,REMODAL (E) KITCHEN TO REMOVE AN INTERIOR WALL TO EXTEND/CONVERT DINING ROOM TO KITCHEN.
287,18010-20000-01510,17' X 13' (N) 1-STORY ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
288,18014-20000-07230,"CONVERT (E) 20' 2"" X 26' 3"" DETACHED GARAGE TO ACCESSORY DWELLING UNIT AND ADD 25' X 19' TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK DONE PER WOOD FRAME PRESCRIPTIVE PROVISIONS."
289,19016-20000-11119,"CONVERT (E) 20'-6"" X 24'-2"" ATTACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER WFPP."
290,17016-20000-30521,"CONVERT (E) DETACHED GARAGE INTO ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069. ""COMPLY WITH DEPARTMENT ORDER effective date 10/03/2017. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"". All permits shall be for the same time period limitation."
291,18014-20000-07338,"CONVERT (E) 18'-1"" X 18'-6"" DETACHED GARAGE AND ADD 18'-6"" X 25'-10"" FOR (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEERING"
292,19016-20000-32017,"ENCLOSE (E) 15'-8"" X 10'-10"" BREEZEWAY TO CONVERT TO DINING ROOM  PER ENGINEERING. ""COMPLY WITH DEPARTMENT ORDER effective date 08/06/2019. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
293,18014-20000-05379,"ADD 22'-0"" X 20'-0"" TO (E) 18'-0"" X 20'-0"" DETACHED GARAGE & CONVERT TO (N) ACCESSORY DWELLING UNIT (ADU) PER AB 494 & SB 229.  ALL WORK IS PER WFPP SHEET/CITY DETAILS."
294,16030-10000-05621,"SITE GRADING FOR NEW DETACHED ACCESSORY BUILDING, 2-CAR GARAGE AND RETAINING WALLS"
295,19016-10000-28679,CONVERTING THE EXISTING 2 CAR GARAGE TO ADU PER AB 494  AND SB 229.
296,18016-10000-20350,INTERIOR REMODEL AT EXISTING 1-STORY SINGLE FAMILY DWELLING TO CONVERT KITCHEN TO NEW BEDROOM AND CONVERT 1 BATHROOM IN TO 2 FULL BATHROOMS FOR A TOTAL OF 3 BEDROOMS & 2 BATHROOMS. WINDOW CHANGE OUT.
297,19016-20000-30147,CONVERT PORTION OF (E) DWELLING TO ACCESSORY DWELLING UNIT (1112 SQ FT) PER AB 494 AND SB 229.
298,18016-20000-25929,CONVERT (E) DETACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.
299,18016-10000-24586,CONVERT (E)  43' X 20' GARAGE AND AN ATTACHED  STORAGE TO AN ACCESSORY DWELLING UNIT PER AB 494 & SB229
300,18016-10000-03776,CONVERSION OF EXISTING DETAHCED STORAGE TO ACCESSORY DWELLING UNIT PER AB 229 AND AB 494.
301,17016-20000-33172,CONVERT THE (E) 20' x 22' DETACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.
302,18030-30000-06830,grading for new ADU attached to garage and SFD
303,17010-20000-02556,"ADD 35'5"" X  18'01"" TO (E) GARAGE  TO CREATE  A TWO STORY ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069 AND ATTACHED GARAGE."
304,19016-20000-01215,CONVERT (E) 18' X 20' DETACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER WFPP.
305,19016-20000-17709,"CONVERT (E) 18'-4"" X 19'-6"") ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
306,18014-70000-02111,"CONVERT EXISTING 18'X30' 2-CAR GARAGE TO TYPE VB, R3-OCC ACCESSSORY DWELLING UNIT PER AB 494 AND SB 229 WITH 4.5'X20' ADDITION"
307,18016-20000-32274,CONVERT THE (E) ATTACHED 20' X 20' GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK PER WFPP.
308,17016-20000-06320,"CONVERT  (E) GARAGE INTO (N) ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069. ADD 13'-8"" x 20'-4"" ATTACHED PATIO COVER PER STANDARD DETAIL. ""COMPLY WITH DEPARTMENT ORDER effective date 01/24/2017. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"". All permits shall be for the same time period limitation."
309,19016-20000-15303,"INTERIOR REMODEL TO CONVERT (E) BEDROOM TO (N) BATHROOM & STUDY AND REMOVE WALLS BETWEEN LIVING, DINING & KITCHEN TO (E) SFD."
310,18014-20000-04969,"ADD TO AND CONVERT (E) ATTACHED GARAGE TO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.  ADD 4'10""X10'6"" TO (E) BEDROOM OF THE (E) SFD."
311,19016-20000-29633,CONVERT THE (E) DEN INTO A (N) BEDROOM.
312,18016-10000-22972,(E) 2 CAR GARAGE  491 SF CONVERSION TO ACCESSORY DWELLING UNIT PER AB 494  AND SB 229
313,18010-20000-03363,2-STORY 38' X 27' ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 WITH A 2-CAR GARAGE
314,18016-10001-09720,SUPPLEMENTAL TO 18016-10000-09720 TO ADD FOUNDATION REPAIR AND UNDERPIN EXISTING RETAINING WALL FOOTINGS
315,18010-20000-05673,"NEW 2-STORY, 25'-0"" X 31'-6"" DETACHED ACCESSORY DWELLING UNIT (ADU) PER AB 494 & SB 229; PER ENGINEER'S DESIGN. [SEE COMMENTS]"
316,18042-10002-30446,SEWAGE EJECTOR SYSTEM FOR ACCESSORY DWELLING UNIT.
