,permit_ID,full_description
148,18016-30000-35766,Interior remodel of sfd to convert existing closet to bathroom.
149,14014-10000-02790,1 STORY ADDITION TO REAR OF (E) 1-STORY SFD; CONVERT 1 CAR GARAGE TO BEDROOM AND BATH; ALL WORK PER WFPP. NEW 1 CAR ATTACHED CARPORT AT REAR OF PROPERTY PER CARPORT CITY STANDARD INFORMATION BULLETIN P/BC 2014-005.
150,16014-20000-03920,"Convert existing spa at 1st floor to new bedroom and provide (2) new walk-in closets, convert exist. bedroom to study and convert existing 18'-3"" x 8'-1"" underfloor area to new bathroom."
151,18016-10000-16409,INTERIOR REMODEL KITCHEN & BATHROOM. UPGRADE NEW LIGHTS. CONVERT (E) LAUNDRY ROOM INTO NEW BEDROOM. REMODEL EXISTING BEDROOM. REPLACE (E) A/C. ALL WORK PER WFPP
152,15016-30000-25513,Interior alteration to an (E) single family dwelling to convert (E) laundry/mech. room to bathroom.
153,13016-10000-24575,"CONVERT (E) FULL BATHROOM AND CLOSET INTO (N) FULL TWO BATHROOMS, ADD (N) CLOSET FOR MASTER BEDROOM; REMODEL (E) KITCHEN AND (E) LAUNDRY ROOM. NO NEW SQUARE FOOTAGE."
154,16014-10000-05881,CONVERT EXISTING STORAGE TO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069. 806 sq-ft CONVERSION & ADDITION OF STORAGE TO NEW ADU WITH EXISTING ATTACHED 2-CAR GARAGE AT REAR YARD. NFPA 13D FIRE SPRINKLER REQUIRED THROUGHOUT. EXISTING GARAGE TO BE MAINTAINED FOR THE MAIN DWELLING NOT FOR THE ADU.
155,17010-20000-00162,PROPOSE TWO STORY ACCESSORY BUILDING: CONSIST OF RECREATION ROOM (WITH MAX 1/2 BATH) OVER TWO GARAGE/STORAGE.
156,15016-10000-17431,NEW 2ND STORY ADDITION TO EXISTING 1-STORY S.F.D. BY CONVERTING EXISTING ATTIC TO NEW HABITABLE SPACE AND REMODEL 1ST FLOOR AS SHOWN ON PLANS
157,15016-70000-08374,CONVERT EXISTING RECREATION ROOM INTO BEDROOM WITH FULL BATHROOM.  ALSO REMODEL TO CREAT NEW HALLWAY AND REMODEL TWO EXISTING BEDROOMS.
158,17016-20001-03026,SUPPLEMENTAL TO PERMIT #: 17016-20000-03026 TO CONVERT (E) PANTRY TO LAUNDRY ROOM
159,14014-20000-03095,"Addition of 18'-4""x25'-0"" to add new 2 car carport & convert (E) garage of 18'-4""x23'-2"" to new living roomper city standrad."
160,15016-20000-26236,"Interior remodel of the existing SFD; convert portion of the family room to enlarge an existing bedroom and create a bathrooms.  Remodel kitchen, relocate bathroom and laundry area.  Enclose a 4'0"" x 3'0"" covered patio to enlarge the kitchen."
161,14010-20002-00907,SUPPLEMENTAL TO 14010-20000-00907 TO SEPARATE ONE ACCESSORY LIVING QUARTERS  TO TWO ACCESSORY LIVING QUARTERS ON COMMON FOUNDATION (Certificate of Occupancy May not be issued until Certificate of Occupancy for the Main Single Family Dwelling has been isued)
162,18016-20000-07436,"NON STRUCTURAL INTERIOR REMODEL TO CONVERT (E) 2ND FLOOR STUDY ROOM INTO A NEW BEDROOM,  CONVERT 8'5"" X 5'5"" PORTION OF (E) STUDY ROOM TO A NEW BATHROOM , CONVERT 2'8"" X 8'9"" PORTION OF (E) STUDY ROOM TO A NEW CLOSET."
163,13041-20000-02005,"Photovoltaic system on roof of accessory building, used as office, to single family dwelling, with existing subpanel supplied from the main service located at the residence.  Inspector to verify grounding and disconnect for existing subpanel at the accessory building."
164,15016-20002-17591,"SUPPLEMENTAL PERMIT TO CHANGE USE CODE TO ACCESSORY LIVING QUARTER AND REMOVE KITCHEN REMODEL FROM WORK DESCRIPTION.  NEW WORK DESRIPTION:  Bathroom remodel for residential buildings (no structural changes).  General rehabilitation for single family dwellings and duplexes only. (non-structural changes, less than 10%  of replacement cost of building.  Re-stucco for single family dwellings and duplexes only"
165,13016-70000-03420,"Interior alteration to existing single family dwelling to convert existing kitchen into 2 bedrooms and relocate kitchen to dining area. No additional squarefootage. Related electrical, plumbing, and hvac. Change out 12 windows."
166,11010-20002-01023,Supplemental permit to convert model home plan 1 with sales office into condo-SFD with attached garage and to add unit number in address.
167,14016-70000-06698,CONVERT (E) STORAGE ROOM TO 1/2 BATH.  RELATED ELEC/HVAC/PLUMB
168,15016-70000-11526,"INTERIOR REMODEL OF EXISTING DUPLEX.  ON BOTTOM UNIT, CONVERT EXISTING FAMILY ROOM TO BEDROOM AND REPLACE WINDOW TO PROVIDE EMERGENCY EGREES.  CLOSE DOOR BETWEEN BATHROOM AND KITCHEN ON UNIT ABOVE. CHANGE OF WINDOWS FOR SAME SIZE AND LOCATION. RELATED ELEC/PLUMB/HVAC."
169,14016-20000-17832,"Convert portion Bedroom into master bathroom, remove and replace 7 windows (same size and type), remodel kitchen and additional 2 bathrooms (change fixtures)"
170,17010-10000-01204,PROPOSED  SUANA-SPA  ACCESSORY BUILDING
171,16014-30000-00996,ground floor addition and convert (E) S.F.D. TO DUPLEX.
172,15014-10000-00291,ADDITION AND ALTERATION TO (E) 1-STORY DUPLEX: CONVERT (E) LAUNDRY AND CLOSET INTO A BEDROOM WITH 45 SQFT NEW ADDITION; REMODEL/RELOCATE (E) BATHROOM; ADD EXTERIOR DECK AND RAMP; AND KITCHEN REMODEL WITHIN SMALLER UNIT (5943 84TH ST).
173,14016-20000-00078,"CONVERT (E) 19'4"" X 19' GARAGE TO LIVING ROOM WITH FULL BATH AND ADD NEW 18'3"" X 22'10"" ATTACHED CARPORT AT FRONT OF THE DWELLING."
174,18016-20000-30618,CONVERT THE (E) CLOSET INTO A (N) BATHROOM IN AN EXISTING 2 SOTRY SFD.
175,16016-20000-09658,"INTEIOR REMODEL TO THE (E) SFD, CONVERT (E) DINING ROOM TO A (N) BEDROOM, REMODEL (E) BATHROOM, ADD HALF BATHROOM; ALL WORK PER ENGINEERING"
176,13016-70000-12244,"CONVERT THE EXISTING KITCHEN TO BED ROOM, CONVERT BED ROOM INTO A KITCHEN. REMODEL EXISTING BED ROOM. CONVERT LAUNDRY AREA/ROOM INTO A BATH ROOM. CONVERT THE BASEMENT INTO A FAMILY ROOM WITH LAUNDRY AND FULL BATH ROOM."
177,17016-20000-02018,"REMODEL (E) KITCHEN &  CONVERT 5'-5"" X 12' POR. (E) KITCHEN TO 3/4 BATH."
178,17016-20000-01230,Convert the (e) attached garage into an attached recreation room.
179,17014-20000-04386,"Remodel interior, convert a 2nd floor bedroom to full bathroom, kitchen/family room to 2 bedrooms; Convert ground floor bedroom to relocated kitchen; enclose 30.42' x 9.2' area under balcony at rear for dining and laundry rooms; add balcony to East side, enclose 4.5' x 3'8"" portion of North side balcony for closet and extend remaining balcony 17' toweard West"
180,15030-10000-07325,GRADING FOR ACCESSORY TV VAULT BLDG UNDER 15010-10000-03784/SHORING UNDER 15020-10000-03318.
181,14014-30000-00060,"Convert existing duplex into a two story single family dwelling, interior remodel, and enclose covered porch to create new bedroom."
182,15016-70000-07906,INTERIOR REMODEL OF EXISTING SINGLE FAMILY DWELLING TO CONVERT EXISTING DINING ROOM TO BEDROOM AND TO CONVERT EXISTING CLOSET TO BATHROOM.  CHANGE EXISTING WINDOWS SAME SIZE AND LOCATION.  RELATED ELECTRICAL AND PLUMBING INCLUDED.
183,11014-10000-01432,CONVERT  72 SQ FT OF EXISTING CRAWL SPACE TO USABLE laundry  and  closet.  RENOVATE  240 SQ FT OF LOWER LEVEL.
184,17016-40000-16442,Remodel existing SFD by converting existing closet into a powder room.
185,17043-20000-06549,"NEW NFPA-13D SYSTEM FOR NEW 2 STORY ACCESSORY LIVING QUARTERS . SHARED 1-1/2"" METER WITH THE MAIN HOUSE. MAIN HOUSE ON SEPARATE PERMIT."
186,13016-20000-15164,"CONVERT (E) SITTING AREA TO A BEDROOM - ADD NEW PARTITION WALLS FOR NEW BEDROOM, REMOVE WALL BETWEEN KITCHEN / DINING ROOM AND KITCHEN REMODEL PER ENGR'S DETAILS"
187,15014-10000-04958,"Convert an (E) 26'-6"" x 12'-0"" Uncovered Terrace to Bedroom with walk-in closet on the 2nd floor of (e) 2-story SFD (Addition of 279sf), relocate 1/2 bath on 1st floor, and remodel kitchen area."
188,15010-30000-04314,(N) Accessory Living Quarters
189,13014-10000-01519,REMODEL AND RENOVATE EXISTING SINGLE FAMILY DWELLING. CONVERT OFFICE TO BEDROOM AND BATHROOM. RE-ROOF ENTIRE DWELLING. ADDITION OF NEW DECK WITH OPEN TRELLIS AT REAR.
190,16014-20001-02596,"SUPPLEMENTAL TO ORIGINAL PERMIT #: 16014-20000-02596 TO CONVERT 4'-11"" X 16'-9"" PORTION OF (E) CRAWL SPACE TO EXPAND (E) RECREATION ROOM PER ENGINEERING"
191,13016-10000-21457,LEGALIZE  THE   ACCESSORY   BUILDING  SIZE  TO  32' X  20'.   Create   reacreation  room (13' X 15').   INSTALL  A 1/2 BATH IN RECREATION  ROOM  ROOM   (13'X 15')  AND STORAGE SPACE (5' X 13') ACCESSIBLE FROM OUTSIDE.  BUILDING  WILL   CONSIST OF  RECREATION  ROOM.  STORAGE  (5' X 13') AND  1  CAR  GARAGE(  18.5'  X  20').   ALL  WORK  PER  WFPP  P/BC 2011-004
192,14019-30000-03008,demolition of existing s.f.d. /garage/accessory structure to clear lot
193,15016-20000-19110,"ENLARGE (E) BATHROOM  BY CONVERTING 10'-0"" X 3'-0"" OF (E) BEDROOM TO BATHROOM."
194,17016-20000-17828,"INTERIOR REMODEL - CONVERT 10' X 12' PORTION OF (E) DINING ROOM TO (N) BEDROOM, RELOCATE ENTRY DOOR. ALL WORK PER WFPP."
195,14016-30000-03681,"Convert 2-story duplex into 2-story single family dwelling. Remove one kitchen, add bathroom, rebuild one stair case, remove one stair case, and reframe floor."
196,18016-30000-10940,Remodel of (E) 2-story Duplex w/ attached garage to convert (E) 1/2 bathroom on the lower level to a full bathroom and enclose 2 covered balconies on 1st level and 1 on 2nd level at rear of building.
197,15014-10000-05745,"CONVERT (E) 1-STORY S.F.D. TO A 2-STORY S.F.D BY CONVERTING UNDERFLOOR TO A HABITABLE SPACE; NEW REAR COVERED PATIO (25'X 10'); NEW FRONT COVERED PATIO (3'-5"" X 6'-7"") INTERIOR REMODELING OF EXISTING S.F.D."
198,13016-10000-18265,Single-family dwelling remodel to convertn family room to master bedroom and enlarge restroom.  No additional floor area.  Final layout with be three bedrrom/two bathroom.
199,18043-10000-04188,NFPA 13D SYSTEM FOR 2 STORY ADU. 1-INCH METER (SHARED WITH FRONT UNIT).
200,16016-30000-03342,"INTERIOR REMODEL OF (E) SFD.   CONVERT EXISTING CLOSET AND 3/4 BATH TO FULL BATH.  ADD NEW CLOSET TO MASTER BEDROOM.  RELOCATE LAUNDRY AREA. RELOCATE FRONT ENTRY.  DOOR/WINDOW CHANGE-OUT.  REMODEL EXISTING BATHROOM.  NEW INSULATION IN EXTERIOR WALLS..""Comply with Department order effective date Feb.10,2016"""
201,15019-30000-01176,Demo sfd/att garage & two accessory buildings(Clear Lot.Fence Req'd).
202,14016-20000-17232,CONVERT (E) BREEZEWAY INTO RECREATION ROOM IN (E) SFD W/ ATTACHED GARAGE; INTERIOR REMODEL
203,17030-30000-07067,"GRADING FOR NEW ACCESSORY DWELLING UNIT, POOL EQUIPMENT WALL AND POOL"
204,18010-40000-03427,"(N) accessory storage building (9'-6"" x 16'-0"") at rear of lot"
205,13016-10000-19513,INTERIOR ALTERATION TO SINGLE FAMILY TO CONVERT CLOSET TO FULL BATHROOM
206,16043-20000-05636,"NEW 13D SYSTEM FOR AN ACCESSORY LIVING QUARTERS. 1 INCH DOMESTIC METER, NO BACKFLOW"
207,14014-10000-00928,ADDITION OF (N) 2-CAR CARPORT  (18'x  20') AND CONVERT (E) GARAGE TO RECREATION ROOM(18'x  19.5').  INTERIOR REMODEL INCLUDING NEW WALLS & FINISHES.  add   shearwalls  and   beams   as  per  structural plan
208,13014-10000-00512,CONVERT (E) 20' X 10' GAR TO BEDRM; CONVERT LAUNDRY RM TO BATHROOM AND 1 CAR ATTACHED GARAGE TO BEDROOM; ADD NEW1 CAR ATTACHED CARPORT PER INFO BULLETIN P/BC 2011-005; REMODEL KITCHEN; SEE COMMENTS
209,13016-20000-25059,INTERIOR REMODEL TO CONVERT EXISTING BEDROOM LOCATED AT 2ND FLOOR TO 2 STUDY ROOMS IN EXISTING 2 STORY SINGLE FAMILY DWELLING.
210,17016-20001-35227,Supplemental permit to revise work description to read: Convert existing single family dwelling with attached garage and recreation/storage/laundry into a duplex with attached 2-car garage by converting 34'-1''x 35'-0'' portion of recreation/storage/laundry room at 1st floor into a dwelling.
211,14016-20000-17921,"TO CONVERT A DEN TO A BEDROOM. INTERIOR NON STRUCTURAL REMODEL, OF BEDROOM AND BATHROOM."
212,14014-20000-03580,"CONVERT 1/2 BATH TO 3/4 BATH, REMODEL ONE EXISTING BEDROOM AND ADD 17'1"" X 17' AT REAR FOR NEW BED/BATH ROOM"
213,13016-10000-19717,"CONVERT PORTION OF GARAGE (3'-0"" x 5'-5"") TO BE PART OF BATHROOM TO (E) SINGLE FAMILY DWELLING. ALL WORK PER WFPP SHEETS."
214,13016-20000-11460,"INTERIOR ALTERATION TO (E) SFD: CONVERT (E) LAUNDRY INTO A (N) BATH RM, CONVERT PORTION OF (E) BATH INTO A (N) LAUNDRY RM ANDREMODEL (E) BATH RM."
215,15014-20000-00543,Convert 204' x 21' irregular shape garage to bed/bathroom and add 18' x 18' (post to post) attached carport per WFPP.
216,16016-20000-07890,"INTERIOR REMODEL TO (E) 1-STORY SFD: ADD (N) WINDOWS, CONVERT (E) LIVING ROOM INTO (N) BEDROOM W/ FULL BATH, RELOCATE (E) KITCHEN, REMOVE (E) BATHROOM, CONVERT DEN & KITCHEN TO CREATE LIVING ROOM (PER ENG'R DESIGN)"
217,17016-10000-34705,"CONVERT EXISTING DUPLEX TO SINGLE FAMILY DWELLING. INTERIOR REMODEL. WINDOWS CHANGE OUT (SAME SIZE, SAME LOCATION)"
218,17016-70000-37504,"INTERIOR REMODEL TO EXISTING SINGLE FAMILY DWELLING TO CONVERT (E) DINING ROOM TO 2ND BEDROOM, NEW LAUNDRY ROOM, AND KITCHEN AND BATHROOM REMODEL."
219,15016-10000-16046,"REMODEL (E) SFD: CONVERT SINGLE BATHROOM INTO TWO BATHROOMS, RELOCATE KITCHEN AND CREATE (N) BEDROOM AT REAR.  INCLUDES EXTERIOR WINDOW REPLACEMENTS.  CONSTRUCTION PER W.F.P.P."
220,15010-10000-03784,PROPOSED ACCESSORY BLDG FOR HOUSING OF TELEVISION EQUIPMENT AND SCREEN.  SEE COMMENTS.
221,15019-10000-00225,DEMO ACCESSORY STRUCTURE  (595 SF)
222,15014-30000-00515,Ground floor and second story addition to existing one story accessory living quarters
223,13014-20000-01181,"ONE STORY MASTER BEDROOM ADDITION (14'5""X 24'3"" IRR SHAPE):  CONVERT (E) BEDROOM TO MASTER BATHROOM AND WIC.  PER ENG CALC"
224,18016-20000-12804,CONVERT (E) CLOSETTO 3/4 BATHROOM.
225,18016-10000-33544,"INTERIOR REMODEL OF S.F.D.; LAUNDRY RELOCATION, CONVERT CLOSET; 2ND BATHROOM ADDITION. ALL WORK IS DONE PER WFPP. ALL CEILING JOISTS TO REMAIN  ALL INTERIOR WALLS BEING REMOVED ARE NON-BEARING, PARTIAL HEIGHT.    ***NO EXTERIOR WORK OR FOUNDATION WORK***"
226,14016-70000-23383,INTERIOR REMODEL TO CONVERT EXISTING (3) CLOSETS INTO 1 CLOSET AND A HALF BATHROOM. REVISE THE COMMON WALL BETWEEN THE EXISTING BED ROOMS.
227,18030-10000-08804,"ABANDON SEPTIC TANK (4'x4', 6' DEEP) PER P/BC 2017-027 AND USE SLURRY MIX PER P/BC 2014-121."
228,17016-10000-06126,"CONVERT (E) KITCHEN TO BEDROOM, CONVERT DINING ROOM TO KITCHEN, ADD (N) 1/2 BATH, CHANGE OUT WINDOWS (SAME SIZE AND LOCATION) FOR BOTH EXISTING 1-STORY DUPLEX. ALL CONSTRUCTION PER WFPP."
229,16010-30000-02307,NEW TWO STORY ACCESSORY BUILDING WITH GARAGE ON FIRST LEVEL AND REC ROOM ON SECOND LEVEL.
230,13014-70000-05260,CONVERT (E) BASEMENT AREA INTO A RECREATION ROOM AND ADD 5' X 35'
231,16010-20001-03469,supplement to permit 16010-30000-03469 to convert (e) dinning area to 4th bedroom at 1st floor units.
232,17014-20000-00934,"REMODEL KITCHEN, (1) BATHROOM, CONVERT PORTION OF EXIST. LAUNDRY ROOM TO HALF BATH & CLOSET, WINDOW CHANGEOUT (SAME LOCATION & SIZE), AND IRR. 29'-1"" x 17'-3"" TWO BEDROOM, CLOSET & BATHROOM ADDITION. ALL WORK PER WFPP."
233,16014-20000-04580,"CONVERT 8'5"" X 2'2"" PORTION OF GARAGE  AND ADD 3'3"" X 2'2"" AT ENTRY WAY FOR FOR NEW 1/2 BATHROOM. REMODEL (E) BATHROOMS AT FIRST AND  SECOND FLOOR."
234,14014-10004-04074,"add  34 sq  feet , convert  exterior balcony into  interior space .  create  bathrooom  at the second  floor. remodel  at  bedroom."
235,17010-70000-00380,2 STORY ACCESSORY BUILDING.  2 CAR GARAGE ON THE FIRST FLOOR (537sf) AND REC ROOM (684sf) ON THE 2ND.
236,18016-20000-00337,"CONVERT 22'-9"" X 12'-2"" PATIO COVER INTO A BEDROOM AND 15'-3"" X 12'-2"" REC. ROOM. CONVERT 9'-7"" X 5'-5"" PORTION OF THE (E) GARAGE INTO A CLOSET"
237,13014-70000-02247,PROPOSED 5.5'X 9' BATHROOM ADDITION. CONVERT THE DINING ROOM INTO A BED ROOM. REMODEL THE KITCHEN.
238,16014-10000-04801,565 SF addition of 2nd story Accessory Living Quarter to existing one story 2-Car Garage.  MULTIPLE 2 OF 2
239,16014-30000-04495,"Add ground floor bedroom(12'4"" x 13') at rear.Convert (e) bedroom to bathroom. Remodel kitchen. New 200 amp panel."
240,14016-10000-21122,"INTERIOR ALTERATION TO (E) 2-STORY SFD: CONVERTING (E) STUDY ROOM AT 1ST FLOOR INTO (N) BEDROOM. INFILL TWO WINDOWS, NEW STUCCO.  ALL WORK PER WFPP."
241,16016-30000-06748,"REPLACE EXISTING BATH TUB WITH STAND UP SHOWER; WIDEN DOOR TO RESTROOM FOR NEW 32"" DOOR. ALL WORK NON-BEARING PARTITIONS."
242,16041-20002-08117,"[[6/14/16 CHANGES TO APPROVED SET.  ADDITION OF 5 MODULES AND UPGRADING INVERTER TO SE7600]]]   $0 permit fee due to State Senate Bill SB-1222.   Plan check for a PV1 roof-mounted PV system. System size is 11.4 kWac and consists of (2) inverters, (56) modules, and (1) load center."
243,17043-20000-00138,"NEW 13D SYSTEM FOR AN ACCESSORY LIVING QUARTERS. 1 INCH WATER METER, NO BACKFLOW"
244,13016-20000-14327,"INTERIOR REMODEL TO CONVERT (E) CLOSET TO 1/2 BATH, KITCHEN REMODEL AND RELOCATE WATER HEATER. NON STRUCTURAL"
245,17016-20000-32934,Convert existing irregularly shaped 35'0''x 40'4'' single family dwelling into a new duplex.
246,13014-20000-03801,"REMODEL & ADDITION TO EXISTING SFD. TO CONVERT THE GARAGE TO HABITABLE SPACE. TO DEMOLISH A 4' x 12'9"" PORTION OF THE FRONT PORCH/DECK  TO QUALIFY FOR 20% BONUS PER STEPBAACK METHOD. PARKING IS PROVIDED IN THE REAR DWELLING."
247,15014-20000-02872,CONVERT 130 SQ. FT. BREEZEWAY INTO NEW STUDY. REMODEL KITCHEN.
248,18016-30000-08056,INTERIOR REMODEL OF (E) SINGLE FAMILY DWELLING CONVERT SERVICE PORCH TO 1/2 BATH. PER WFPP
249,14016-10000-17918,"CONVERT PORTION OF (E) GARAGE INTO STORAGE ROOM  19' 1.75""  x  18' -4.5"""
250,13014-20000-02677,NEW ROOF OVER (E) COURTYARD TO CONVERT IN TO A LIVIVNG ROOM (364 SF)
251,13016-20000-25864,INTERIOR REMODEL TO (E) ACCESSORY STRUCTURE
252,16016-20000-04119,Interior remodel of the SFD to convert the existing den into a bedroom with new closet per WFPP.
253,13030-30000-05076,REMOVAL AND RECOMPACTION FOR NEW 2-STORY SINGLE FAMILY DEWLLING WITH ATTACHED GARAGE.
254,18016-70000-16874,INTERIOR REMODEL TO CONVERT CLOSET INTO BATHROOM.
255,18016-10000-24823,INTERIOR REMODEL FOR (E) SFD. CONVERT LAUNDRY AREA TO BATHROOM AND REPLACE PATIO DOOR W/ WINDOW.
256,14016-20000-17120,CONVERT (E) DETACHED GARAGE/STORAGE INTO A SECOND DWELLING UNIT PER ZA MEMO 120. THE BUILDING SHALL BE EQUIPPED WITH AN AUTOMATIC RESIDENTIAL FIRE SPRINKLER SYSTEM NFPA 13D. (See comments).
257,15016-20000-24057,"REMOVE (E) STAIRCASE AND CONVERT 3'-6"" X 16'-9"" PORTION OF (E) LIVING ROOM TO STORAGE/CLOSET FOR AN (E) 1-STORY SFD. COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 10/22/15. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE."
258,13014-20000-03680,"ADD 14' x 16'4"" MASTER BED 215 SF ADDITION AND CONVERT (E) FAMILY ROOM INTO BED AND (E) BED TO MASTER BATH/CLOSET TO (E) SFD."
259,13014-20000-00266,ADDITION / REMODEL TO (E) SFD(16.6 ' x 15  '  irregular) convert   existing  underfloor  space  to  a master  restroom on  the   first  floor.  Add    balcony  to the   bedroom.  Add   structural   beam  at  exterior  wall  at  library.
260,14014-10002-01510,"SUPPLEMENTAL TO 14014-10000-01510.  CONVERT FAMILY RM. TO NEW BEDROOM.  NEW SECOND BATHROOM IN NEW BEDROOM, NEW LAUNDRY ROOM.  REPLACE ELECTRIC PANEL WITH 200 AMP service .  REPLACE WINDOW (6 EA)  same  size  same  location.  NO CHANGE IN SQUARE FOOTAGE."
261,18014-10000-01347,"RELOCATE (E) KITCHEN, CONVERT BEDROOM INTO FAMILY ROOM & EXTEND AND ADD (2) BEDROOMS, FULL BATHROOM & HALF BATHROOM TO (E) 1-STORY SFD; INTERIOR REMODEL"
262,13014-20001-04454,"SUPPLEMENTAL PERMIT FOR 13014-20000-04454 TO CONVERT OPEN PATIO TRELLIS TO COVERED PATIO & REDUCE SIZE FROM 24'-3"" X 14'-7"" TO 17'-6"" X 13'-6"""
263,16014-20000-02596,"CONVERT (E) IRREGULAR 20'-0"" X 27'-10"" BASEMENT INTO A (N) RECREATION ROOM W/ HALF BATH PER ENGINEERING"
264,14016-20000-20028,"INTERIOR REMODEL - CONVERT (E) STORAGE ROOM INTO A BATHROOM, KITCHEN REMODEL WITH NEW CABINETS, SINK AND HOOD."
265,13030-30000-00211,GRADING PERMIT FOR SWIMMING POOL/ RETAINING WALL AND ACCESSORY LIVING QUARETERS  EXCAVATION AND BACKFILL.
266,12014-20001-03402,Supplemental permit to convert 20' X 56' STORAGE ROOM  TO 2ND DWELLING UNIT PER ZA MEMORANDUM 120.
267,17016-10000-01586,"CONVERT (E) GARAGE TO ADU PER AB 2299 AND AB 1069. ADDITION TO ADU.  ""COMPLY WITH DEPARTMENT ORDER effective date 07/22/2015. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
268,15016-20000-09046,CONVERT (E) CLOSET TO A NEW BATHROOM
269,13014-30000-01779,CONVERT (E) GARAGE INTO KITCHEN & BEDROOM; EXTEND (E) BEDROOM & BATHROOM; ADD OPEN TRELLIS. (SEE COMMENTS)
270,13016-20000-07414,INTERIOR REMODEL TO (E) 2 STORY SFD AND CONVERT 24SQFT OF GARAGE TO HABITAL SPACE
271,16014-20000-02651,"Convert 14'9""x27'6"" undercrawl space into a recroom.See comments."
272,17043-20000-05745,"NEW NFPA-13D SYSTEM FOR NEW2-STORY DETACHED ACCESSORY DWELLING UNIT. NEW 1"" METER NO BACKFLOW DEVICE. PRV SET AT 100 PSI."
273,18043-10000-01230,NFPA 13D SYSTEM FOR ACCESSORY DWELLING UNIT. 1 INCH DOMESTIC METER.
274,13016-10000-18742,"CONVERT EXISTING GARAGE TO STORAGE ROOM ( 172.5 SF) AND RECREATION ROOM WITH 5'-0""X 5'-0"" HALF BATH ( 216 SF ).  BUILD FULL HEIGHT 1-HOUR FIRE WALL TO PROVIDE REQUIRED SETBACK.  PARKING IS PROVIDED UNDER 13010-10000-01613."
275,17016-20000-18185,"REMODEL BEDROOM, CONVERT PORTION OF ATTACHED 3-CAR GARAGE TO NEW BEDROOM, BATHROOM AND RELOCATE WASHER/DRYER/WATER HEATER FROM INSIDE DWELLING TO GARAGE.  ALL WORK PER WFPP."
276,14016-20000-21255,Convert (e) den at rear of the (e) s.f.d. to new master bathroom and pantry.  All work per WFPP.
277,16016-30000-21126,"CONVERT (E) STUDY ROOM TO (N) BEDROOM AT FIRST FLOOR, REMODEL (E) BEDROOMS/BATHROOMS AND CONVERT (E) LAUNDRY ROOM TO (N) BATHROOM ON THE THIRD FLOOR, ENLARGE (E) WINDOW. ALL WORK PER WFPP."
278,15014-20000-01153,"Remodel kitchen, convert family room to bedroom and hallway, remove/replace fireplace; add 14.5' x 23' on ground floor for new family room and 11' x 14.25' on 2nd floor for (N) study room."
279,13016-10000-00948,REMOVE CEILNG JOIST TO CREATE VAULT CEILING. CONVERT MASTER CLOSET TO BATHROOM. REPAIR DECK AND STAIRS. REPLACE TWO BEAMS ON THE FIRST FLOOR.
280,14016-10000-08786,CONVERT EXISTING PARTIAL ROOF TO BALCONY AT THE REAR OF A SFD
281,15010-20000-00465,"TRACT NEW 2-STORY SFD/ GAR.PLAN-1B."" plan check fee paid under 15010-20000-00106"""
282,17014-20000-03851,"CONVERT PORTION OF BEDROOM TO BATHROOM & CLOSET, ADD 10'-7"" x 15'-2"" TO EXPAND BEDROOM, CONVERT PORTION OF (E) LIVING ROOM TO BEDROOM, ADD 12'-2"" x 19'-2"" TO EXPAND KITCHEN. ALL WORK PER ENGINEERING."
283,13014-70001-03617,Supplemental permit to 13014-10000-03617 to convert laundry into a bedroom and add a patio cover (per city standard detail) for laundry area.
284,16014-10000-01179,ADDITION TO & REMODEL OF ( E ) TWO- STORY DUPLEX TO CONVERT TO A SINGLE FAMILY DWELLING WITH  2ND FLOOR DECK AT THE REAR .
285,12014-20000-04663,"Convert 263 s.f of under crawl space into a w.i.c and propose irr. shape deck on enrty level.Remodel kitchen,family room,master bedroom at lower level."
286,16016-10000-10690,CONVERT PORTION OF (E) GARAGE TO HALF BATH AND A POOL SHOWER AREA; COMPLY WITH DEPARTMENT ORDER effective date 11/12/2015. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE
287,14014-10000-05239,CONVERT (E) UNDERFLOOR AREA TO NEW 1ST FLOOR WITH DECK.  ALSO INTERIOR REMODEL AT 2ND FLOOR AND ADD ADDITION.
288,14016-10000-19242,FOUNDATION REPAIR OF (E) ACCESSORY BUILDING.
289,17010-20000-03738,"CONVERT 10'-8"" X 20'-6"" PORTION OF (E) DETACHED GARAGE INTO PATIO COVER AND STORAGE ROOM. ADD 9'-6"" X 18'-0"" 1-CAR CARPORT. ALL WORK PER ENGINEERING."
290,13016-20000-17185,Convert (Ex) laundry of Ex Duplex into bathroom and closet to create bedroom.
291,14014-10000-00055,CONVERT EXISTING GARAGE TO RECREATION ROOM AND BUILD A NEW 2-CAR CARPORT
292,18016-20000-01588,"RELOCATE KITCHEN AND CONVERT (E) KITCHEN TO NEW STUDY RM. REMOVE NON-BEARING WALL BETWEEN FAMILY RM/ KITCHEN. REMODEL THE KITCHEN, LAUNDRY RM, & PANTRY. RELOCATE BTHRM DOOR, RECONFIGURE MSTR BTHRM AND CLOSET & FILL-IN (1) WINDOW. ALL WORK PER ENGINEERING."
