,permit_ID,full_description
149,17010-70000-02512,"NEW 2 STORY DETACHED 25.5' X 25' ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.  1104 SQ-FT W/  171 SF 1 CAR ATTACHED GARAGE, R3/U OCCUPANCY, NON-SPRINKLERED, TYPE VB"
150,15010-30000-03634,(N) 2ND LEVEL ACCESSORY LIVING QUARTERS WITH PATIO BELOW.
151,16016-10000-02994,"CONVERT CLOSET/PANTRY TO BATHroom AND COMPLY WITH ORDER #A-3956904.  REPLACE ALL DAMAGE FLOOR JOISTS.  .  Add FOUNDATION  pads  and  cripple wall sheathing as per structural  engineered plans. COMPLY WITH DEPARTMENT ORDER effective date 01/04/2016. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
152,13016-10000-19912,CONVERT (E) 2-CAR GARAGE TO RECREATION ROOM
153,13016-20000-16110,INTERIOR REMODEL. CONVERT WALK IN CLOSET TO NEW LAUNDRY ROOM AND REFRAME (E) STAIRS AND CONVERT (E) SPIRAL TO STRAIGHT STAIRS
154,14019-20000-01810,demo sfd and detached accessory storage building to clear lot.  Sewer cap permit and pedestrian protection fence are required.
155,17014-20000-03916,"CONVERT (E) 24' X 21' GARAGE INTO ONE BEDROOM, ADD 13' X  12'2"" NEW ENTRY TO (E) SFD AND ADD  21'-5""X 17' ADDITION TO (E) SFD TO CREATE NEW TWO CAR GARAGE.  ALL WORK PER ENGINEERING."
156,17047-20000-00691,"POOL REMODEL, REMOVE 7' X 7' AREA FROM (E) POOL AND CONVERT 7' X 7' PORTION OF (E) POOL INTO (N) SPA PER CITY STD PLAN #268 AND ENGINEERING DETAIL."
157,16014-20000-04962,CONVERT (E) CARPORT & STORAGE INTO A (N) RECREATION ROOM W/ HALF BATH & STORAGE. ADD (N) ATTACHED CARPORT (18' X 18') PER LA CITY STD DETAILS
158,18043-10000-04230,NFPA 13D SYSTEM FOR NEW ACCESSORY DWELLING. CONECTION TO 1 INCH DOMESTIC METER ON MINNESOTA ST.
159,13016-20000-13481,"GENERAL REMODEL (E) 1ST & 2ND FLOOR,  CONVERT 1-LARGE BATHROOM TO 2-BATHROOMS, CONVERT A CLOSET TO NEW 1/2 BATH, CONVERT LAUNDRY RM TO ENLARGE THE (E) KITCHEN @ 1ST FLOOR,  & @ 2ND FLOOR CONVERT REC. ROOM TO NEW MASTER BED ROOM/ CLOSET AND NEW BATHROOM,  RE-SURFACE OF (E) OPEN BALCONY; REPAIR INTERIOR STAIRCASE; & REMOVE NON-REQ'D EXTERIOR STAIRWAY DIRECTLY TO 2ND FLOOR."
160,15016-10000-07779,CONVERT HALLWAY CLOSET TO NEW MASTER BATH ROOM AND CONVERT PORTION OF LAUNDRY ROOM TO NEW CLOSET IN THE MASTER BEDROOM . COMPLY WITH DEPARTMENT ORDER effective date 9/24/2012. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE .
161,13020-10002-02631,TO ADD ENGINEERED POOL SHELL AND UPDATE STRUCTURAL DETAILS TO APPROVED SFD W/STRUCTURAL DECK (ORIG PERMIT FOR SFD 13010-10000-00826 DECK 13020-10000-02631)
162,17014-20000-01688,"CONVERT (E) 16'2"" x 18'0"" DETACHED GARAGE TO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.  ADD 12'6"" x 14'0"" TO EXPAND ADU. ALL WORK PER WFPP."
163,14016-40000-25266,Convert existing garge to a storage room
164,18016-20000-19207,INTERIOR REMODEL ONLY- Convert (E) full bathroom into (1)-full bathroom and (1)-1/2 bathroom. Remodel (E) bathrooms. Remodel (E) kitchen. Remodel (E) bedroom. Change flooring for entire SFD.
165,16016-20000-12256,"CONVERT 9'-6"" X 5'-6"" OF (E) FAMILY ROOM TO CREATE A BATHROOM. ALL WORK DONE PER WFPP"
166,11010-10002-00011,CONVERT PORTION OF SFD THAT WAS ISSUED UNDER 11010-20000-00011 TO SALES OFFICE FOR TRACT SALES BUILDING
167,13010-20001-00152,CONVERT (E) SFD TO MODEL DWELLING WITH SALES OFFICE.
168,17016-20000-38297,CONVERT THE EXIST. 20' x 40' DETACHED GARAGE/STORAGE BUILDING INTO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069. WORK PER ENGINEERING.
169,16016-10000-24903,INTERIOR REMODEL TO CONVERT (E) BATHROOM TO WALK-IN CLOSET AND DRESSING ROOM TO 3/4 BATHROOM. ALL CONSTRUCTION PER WFPP.
170,14016-10000-23623,"CONVERT (E) DUPLEX TO SINGLE FAMILY DWELLING, REPLACE ALL DOORS AND WINDOWS.REMODEL (INTERIOR AND EXTERIOR) inc KITCHEN."
171,17014-20000-01442,"CONVERT (E) 16' x 24' DETACHED GARAGE TO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069. ADD 29'-4"" x 14'-2"" TO EXPAND A.D.U. AND ATTACH TO MAIN DWELING. ALL WORK PER WFPP."
172,16014-20000-04797,CONVERT (E) ATTACHED GARAGE TO DEN AND ADD 20' x 20' ATTACHED CARPORT. ALL WORK PER WFPP.
173,18016-30000-05308,"INTERIOR REMODEL TO (E) ACCESSORY LIVING QUARTERS. REMODEL BATHROOM, REMOVE NON-BEARING WALLS, CREATE MECHANICAL CLOSET AND BAR SINK ALCOVE."
174,15019-10000-00809,DEMO E. SFD AND ACCESSORY BLDG
175,14016-10000-13711,REMODEL EXISTING GARAGE AND CONVERT TO CARPORT; KEEP EXISTING FOOTING AND CONCRETE SCAT.
176,13016-30000-07340,Convert portion of storage area to (1) half bathroom and (1) shower room with exterior-only access for existing pool.
177,13016-20000-25968,"CONVERT (E) 32' X 34' ATTACHED GARAGE TO MASTER BED/BATHROOM *********  COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 06/13/2012, PERMIT WILL EXPIRE30 DAYS FROM ISSUANCE DATE.   see comment"
178,14010-10003-01812,Supplemental permit to 14010-10000-01812 to CONVERTE EXISTING COVER PATION TO BEDROOM ON ROOF DECK. see comment.
179,17016-30000-15752,convert existing 1 bathroom to 2 bathrooms
180,18014-20000-06982,"Add 10'4"" x 19'-6"" to existing 16'x16' detached garage and convert it to accessory dwelling unit per AB494 & SB229.  All works are per design."
181,18014-10000-00112,(N) ADU PER PER AB 494 & SB 229 ATTACHED TO (E) GARAGE.
182,19014-20000-02401,"CONVERT 4' X 4' PORTION OF (E) 2-CAR GARAGE TO HABITABLE SPACE AND ADD 16' X 19' 6"" IRREGULAR-SHAPE TO (E) SINGLE FAMILY DWELLING. ALL WORK DONE PER STRUCTURAL ENGINEERING."
183,16016-20000-14159,"Convert existing 2-car garage into a recreaction room, 13'-6"" x 19' and storage room, 10' x 19'. (See comments)."
184,16010-10002-00987,"SUPPLEMENTAL TO 16010-10001-00987 TO INCREASE ACCESSORY BUILDING WIDTH BY ONE FOOT, REVISE INTERIOR LAYOUT, ADD ATTACHED OPEN TRELLIS ON NORTH SIDE AND UPDATE BUILDING HEIGHT."
185,17043-20000-05684,NEW NFPA-13D SYSTEM FOR New 1- story accessory living quarters.  MAIN BUILDING ON SEPARATE PERMIT (17043-20000-05683)
186,14016-70000-14850,Convert the existing duplex into a single family dwelling. Remove the kitchen and relocate bathrooms. Department order to comply. Comply with Department order effective date 07/23/2013. Permit will expire 30 days from issuance date.
187,13016-20000-12899,CONVERT (E) CLOSET TO A BATHROOM FOR (E) SFD
188,16014-20000-04154,"CONVERT (E) TWO CAR GARAGE TO (N) BEDRM/WIC, ADD (N) BATHRM/KITCHEN EXPANSION/PORCH ENTRY, AND ADD (N) TWO CAR ATTACHED GARAGE TO (E) ONE STORY SFD."
189,13016-20000-17382,Convert (e) laundry into laundry/ closet/ bath room door into window relocate W/H  and remove partition bet dining/ kitchen to (e) SFD.
190,13014-40000-05126,REMODEL AND ADDITION TO AN ( E ) SFD BY CONVERTING UNDER FLOOR SPACE
191,19016-20000-19608,REMODEL TO (E) SINGLE FAMILY DWELLING TO CONVERT FAMILY ROOM & DEN ROOM TO (2) BEDROOMS. NO ARCHITECTURAL OR STRUCTURAL CHANGES TO BE MADE.
192,15016-20000-12886,CONVERT (E) LAUNDRY ROOM TO A NEW POWDER ROOM
193,13016-20000-01611,Convert (E)7' x 22' portion of garage into laundry room.  Replace (E)16' garage door.  Infill (E)opening between garage and laundry room.  All work per WFPP sheet.
194,13014-10000-01488,CONVERT AND ENCLOSE EXISTING PATIO BELOW 2ND FLOOR OF EXISTING 2 STORY SFD.
195,18043-20000-04522,"NEW 13D SYSTEM FOR 2 STORY ADU. 1 INCH METER, NO BACKFLOW"
196,16016-20000-14281,CONVERT AN AREA OF THE (E) EXERCISE ROOM TO A NEW BATHROOM;  RELOCATE BATHROOM DOOR;  RE-ROOF (E) ROOF W/ COOL ROOFING MATERIAL.
197,19014-20000-02753,CONVERT 20' X 19'  ATTACHED  2-CAR GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229 AND ADD 20' X 19' 2ND-STORY TO ACCESSORY DWELLING UNIT. ALL WORK DONE PER STRUCTURAL ENGINEERING.
198,14016-20000-25909,"Remodel to (E) two story sfd; on the first floor convert kitchen area to a bedroom, living room area to kitchen and dining room. Rebuilt (E) trellis at rear.On the second floor; remodel to bathroom 3 bedroom.No change in floor area or height.See comments."
199,18010-20000-01396,"(N) Detached accessory dwelling unit (30'-5""x39') PER AB 494 & SB 229"
200,13016-10000-20519,"CONVERT  (22' X 10')  (E) ENCLOSED SUNDECK  ABOVE ATTACHED GARAGE (1960LA60061) TO BEDROOM, BATHROOM, AND LAUNDRYROOM.  SEE COMMENT."
201,18016-20000-36147,"CONVERT (E) 13'-6"" X 20'-0"" ATTACHED RECREATION ROOM AND 20'-0"" X 24'-0"" GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER DESIGN."
202,17016-20000-17419,NONSTRUCTURAL INTERIOR REMODEL TO CONVERT (E) STUDY ROOM TO LAUNDRY ROOM; AND CONVERT (E) LAUNDRY ROOM TO SHOWER FOR BATHROOM REMODEL.
203,16010-10000-02121,"New irregular 40'0"" x 20'8"" Accessory Living Quarters; Type V-A construction; NFPA 13-D sprinklers througout."
204,18016-20000-41228,"ENCLOSE  AND CONVERT THE (E) 20' X 19'-7""  ATTACHED CARPORT TO CREATE A NEW DEN  AND NEW BATHROOM  AND INTERIOR REMODEL TO (E) SFD TO CONVERT (E) DEN AND BATH TO (3) NEW BEDROOMS. ALL WORK PER WFPP"
205,15019-10000-01161,Demolish existing single family dwelling and detached accessory building (garage and storage). Clear lot by handwrecking method. Sewer cap required.
206,13016-20000-26555,"Int remodel: Convert 12'8""x 11' portion of the (e) living to bed room and kitchen remodel to (e) SFD."
207,18016-10000-08447,CONVERT (E) ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494  AND SB 229
208,18016-20000-01920,"Convert 2 ground floor closets to bathrooms, bathroom to closet. raise ceiling of living room and change from sunken floor to raised floor, convert 2nd floor library to bedroom and replace all 9 windows (same location & size, existing headers remain, dual glazing and certified by NFRC)."
209,13019-30000-03027,DEMOLITION OF EXISTING ACCESSORY LIVING QUARTERS & ATTACHED GARAGE. HAND WRECK. SEWER CAP PERMIT REQUIRED.
210,17016-70000-22586,INTERIOR REMODEL OF EXISTING SINGLE FAMILY DWELLING TO CONVERT DEN TO BEDROOM AND TO CONVERT WALK-IN CLOSET TO BATHROOM. REMOVE EXISTING DOUBLE HUNG WINDOWS AND REPLACE WITH CASEMENT WINDOWS AT NEW BEDROOM TO PROVIDE EGRESS. (SEE PERMIT 18016-70000-18931 FOR KITHCEN/BATHROOM REMODEL & WINDOW CHANGE OUT)
211,14010-10001-02840,SUPPLEMENTAL FOR CHANGE OF USE ACCESSORY LIVING QUARTERS TO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.
212,17014-70000-05004,CONVERT (E) GARAGE AND ADDITION TO CREATE AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
213,16030-20000-00192,REMOVAL & RE-COMPACTION UNDER PROPOSED ACCESSORY LIVING QUARTER (5' DEEP & 3' BEYOND BUILDING FOOTPRINT)
214,14016-20000-15116,Interior remodel to kitchen area;  convert 1/2 bathroom into a full bathroom;  remodel (1) full bathroom;  remove and replace (3) windows;  fill in (1) door and (4) window;  Create a new window;  Remove (2) windows and replace with (1) door and (2) windows;
215,19014-20000-00719,"ADD 18'4"" x 11'  TO DETACHED RECREATION ROOM AND CONVERT TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.  ALL WORKS ARE PER WFPP"
216,17016-20000-27468,CONVERT EXISTING DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069 AND WFPP
217,15014-20000-02110,"CONVERT (E) ATTACHED GARAGE TO BEDROOM & BATHROOM; ADD (N) 2-CAR CARPORT (18'-8"" X 18'-8"") PER ENG'R DESIGN"
218,13016-10000-13436,"INTERIOR REMODEL OF EXISTING 1-STORY S.F.D. TO CONVERT FAMILY RM. TO MASTER BEDRM, CONVERT BEDRM TO DINING RM.  RELOCATE BATHRM & LAUNDRY RM.  REMODEL KITCHEN.  REMOVE WALL BETWEEN KITCHEN & LIVING RM.  REPLACE 15 NEW WINDOWS, NEW HVAC SYSTEM."
219,14016-30000-22120,Remodel one bathroom & convert powder room to full bathroom by adding shower.
220,16010-20001-05726,"CONVERT (E) 207SF PORTION OF GARAGE TO (N) DEN, REVISE FLOOR PLAN LAYOUT AT FIRST FLOOR BEDRM/OFFICE, ADD RESTROOM TO SECOND FLOOR BONUS ROOM TO CREATE NEW BEDRM, AND ADD ONE OPEN PARKING STALL"
221,19010-20000-04697,"NEW (29'-0""x 16'-8"") DETACHED ONE-STORY ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK PER LA STD WFPP."
222,15030-30000-08202,"Site grading for proposed (N) SFD, accessory living quarters & retaining wall, (N) pool/spa (Under separate permit)."
223,17014-20000-02485,"REMOVE 3 WALLS IN LIVING ROOM, CONVERT PORTION OF FAMILY ROOM TO NEW BEDROOM AND ADD IRREGULAR SHAPE 20'5"" X 9' 4"" TO ADD DEN AND WALK-IN CLOSET.  ALL WORKS ARE PER ENGINEERING"
224,16010-10001-04010,addition  to sfd  209 sq feet   convert 1 car  garage  to a  recreation  room
225,15014-20000-02245,ADDITION AND  INTRIOR REMODEL TO REAR DEWLLING UNIT.  INTERIOR REMODELOF SECOND DEWLLING UNIT. MAJOR REMODEL TO BOTH UNITS.
226,17047-10000-02048,REMODEL (E) 36'X20' POOL TO REDUCE TO 7' DEPTH AND CONVERT 8'X8' PORTION TO (N) SPA  AS PER LA CITY STANDARD PLAN #268 AND ENGINEERED DETAILS
227,14014-20001-04863,SUPPLEMENTAL TO 14014-20000-04863 TO REVISE FLOOR PLAN TO CONVERT (E) ATTACHED GARAGE TO BED/ GYM/BATH/LAUNDRY/PANTRY AND ADD 2-CAR GARAGE CONNECTING TO SFD W/ 10' BREEZEWAY.
228,16019-10000-05346,"Demolition of (E) SFD, Accessory bldg and tennis court. Clear lot."
229,13016-10000-23143,"INTERIOR ALTERATION TO EXISTING SINGLE FAMILY DWELLING TO CONVERT STORAGE ROOM TO BATHROOM AND INSTALL 1 SINK, 1 BATHTUB, 1 TOILET. NO EXTERIOR WORK."
230,17010-20000-02952,New 21' x 38' accessory living quarter building with 10' x 33' attached trellis per engineering.
231,15016-10000-00908,CONVERT (E) BATHROOM TO WALK-IN CLOSET AND (E) WALK-IN CLOSET TO (N) BATHROOM AND (N) POWDER ROOM.   ALL WORK PER WFPP.
232,15014-20000-03950,CONVERT SINGLE CAR GARAGE INTO A NEW BED/BATHROOM  AND ADD 9' x 18' CARPORT ATTACHED TO THE REAR PER CITY STANDARD.
233,16016-20000-16761,"REPAIR KITCHEN ROOF OVERHANG, CONVERT STORAGE ROOM TO EXPAND KITCHEN,, CREATE OPENINGS ON STORAGE ROOM WALLS FOR (N) WINDOWS,  INFILL 1 (E) WINDOW AND REPLACE ANOTHER WINDOW (CERTIFIED BY NFRC & SAME LOCATION/SIZE/HEADER, DUAL GLAZINGN).  ALL WORKS ARE PER ENGINEERING."
234,18043-20000-05581,"NEW 13D SYSTEM FOR AN ADU. 1 INCH METER SHARED WITH MAIN HOUSE, NO BACKFLOW"
235,18016-20000-19389,CONVERT GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
236,13010-10000-02243,NEW 2-STORY RECREATION ROOM ACCESSORY TO THE MAIN S.F.D.
237,19016-20000-09607,Interior alterations to convert portion of laundry room into a new bthrm and enlarge closet of (e) bdrm. Remodel (e) bthrm. Remove wall between kitchen and living rm. Work per engineer.
238,15010-20000-00448,"TRACT NEW 2-STORY  SFD/ GAR. PLAN-3XB. "" plan check fee paid under 15010-20000-00106"""
239,16010-20001-01156,SUPPLEMENTAL TO CHANGE ADDRESS AND UPDATE LEGAL FROM 22720 W. VANOWEN STREET  TO 6743 N. GLASNER LANE PER TRACT MAP # 72880
240,16016-30000-04827,Interior non-structural alteration. Convert 1st floor family room to bedroom/closet by building non-bearing partition. See comments.
241,15010-10002-03168,"Supplemental permit (ref. 15010-10000-03168) to convert attic over garage into habitable space, remove roofed patio and replace wood railing with glass railing."
242,14016-30000-18899,convert e. closet to a bathroom at 2nd level of e. single family dwelling. no structural work.
243,19016-70000-11115,TO ENLARGE AND CONVERT (E) CLOSET TO A (N) POWDER ROOM IN UNIT 3215.  NO NEW AREA ADDITION.  ALL WORK PER WFPP.
244,13014-10002-02656,CHANGE THE ACCESSORY BUILDING ADDRESS FROM 4055 TO 4053 N. KRAFT AVE.
245,15016-10000-22555,CONVERT CLOSET TO A BATHROOM PER WFPP.
246,18014-10000-04292,DETACHED CONVERSION OF GARAGE AND ADDITION TO NEW ACCESSORY DWELLING UNIT PER AB-494 and SB-229.
247,13014-10000-01790,NEW ATTACHED CARPORT PER ENGINEERING.  CONVERT EXISTING GARAGE TO RECREATION ROOM.
248,17014-20000-05757,"CONVERT 20'2"" x 19'-8"" IRR. SHAPE (E) ATT. GARAGE TO REC-ROOM PER WFPP, AND ADD ATTACHED  18' X 16' CARPORT PER CITY STD PLAN."
249,18016-20000-07943,CONVERT PORTION OF FAMILY ROOM TO LAUNDRY ROOM AND POWDER ROOM.
250,10010-10002-02228,CONVERT TO ACCESSORY LIVING QUARTER BY COMBINING (E) 1-STORY GYM W/BATH ACCESSORY TO POOL UNDER 99014-20000-00531 AND  (E) 2-CAR BASEMENT GARAGE UNDER 100010-30000-02228 (SEE COMMENTS) BY  ADD 358 S.F. AT 1ST FLOOR & ADD 33 S.F. GARAGE EXTENSION FOR STORAGE.  WORK RESULTING IN 1-STORY ACCESSORY LIVING QUARTER'S WITH BASEMENT GARAGE/STORAGE.  FULLY SPRINKLERED WITH NFPA -13D
251,14016-20000-19286,"RELOCATE ONE KITCHEN, CONVERT OLD KITCHEN TO SECOND BEDROOM.  REMODEL BATHROOM,  AND WINDOW CHANGE OUT.  REWIRE UNIT."
252,13016-30000-10879,"CONVERT (E) ONE-STORY SINGLE FAMILY DWELLING INTO A DUPLEX , PER AB 1866 (ZA 120 ) . NO CHANGE IN FLOOR AREA OR HEIGHT ."
253,15014-20000-03362,"CONVERT STORAGE ROOM TO LAUNDRY CLOSET & ADD 16' X 17'-4"" TO THE REAR FOR (N) MASTER BEDROOM/BATHROOM PER ENGINEERING"
254,13016-20000-09914,CONVERTE STORAGE AREA TO 3/4 BATH/ LAUNDRY AND REMODEL SFD TO RELOCATE KITCHEN. (NON STRUCTURAL)
255,17016-20000-32691,"VOLUNTARY FOUNDATION BOLTING PER STANDARD PLAN #1, DETAIL #7 AND UNDERPINNING UNDER 1 SECTION OF EXTERIOR WALL PER ENGINEERING."
256,14019-10000-02608,DEMOLITION OF SINGLE FAMILY DWELLING AND ACCESSORY STRUCTURES. FENCE AND SEWER CAP REQUIRED PER DPI#14019-10000-01484. CLEAR LOT.
257,18016-30000-21279,"INTERIOR REMODEL OF (E) SINGLE FAMILY DWELLING. CONVERT SLAB ON GRADE FOUNDATION TO RAISED WOOD FOUNDATION AT REAR OF DWELLING, CONVERSION OF DINING ROOM TO BEDROOM, REVISE PORTIONS OF(E) PITCHED ROOF TO FLAT ROOF"
258,17016-20000-01218,"Remodel (e) single family dwelling; convert (e) dining room to great room, conv. (e) living room to dining room, conv. service room to laundry room, remodel den for bedroom expansion, remodel hallways, (3) bedrooms, (3) bathrooms & bar room, install (2) skylights and install drywall at garage."
259,18016-20000-04384,CONVERT DETACHED GARAGE/WORKSHOP TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.
260,16016-30000-17230,CONVERT EXISTING STORAGE ROOM (ATTACHED TO CARPORT) TO LAUNDRY ROOM.  REPLACING EXISTING ROOF SHINGLES WITH NEW ROOF SHINGLES.
261,15010-10002-02030,"PROPOSED  REVISIONS TO THE ACCESSORY LIVING QUARTERS APPROVED UNDER 15010-10000-02030. ELEVATIONS AROUND BLDG AND ON THE BUILDING HAVE BEEN CHANGED SLIGHTLY, THE LID PLAN HAS BEEN REVISED,"
262,15014-10000-01046,Interior remodel of existing two-story accessory living quarters.
263,15014-20000-00097,"NEW 11'-6""  X  13'-6"" TRELLIS  ATTACHED  TO ACCESSORY STRUCTURE."
264,18016-30000-35318,Convert (E) basement below attached garage to ADU per AB 494 and SB229.
265,13016-10000-03084,CONVERT CLOSET INTO A 1/2 BATH.
266,17016-20000-00929,INTERIOR REMODEL  -  CONVERT PORTION OF A FAMILY ROOM TO A BEDROOM AND REMODEL CLOSETS IN THE (E) 2 BEDROOMS.
267,17016-20001-08489,SUPPLEMENTAL  PERMIT TO 17016-20000-08489 TO CONVERT THE CLOSET INTO A (N) POWDER ROOM.
268,18016-20001-31706,"SUPPLEMENTAL PERMIT FOR 18016-20000-31706 TO CONVERT PORTION (11'-9"" X 13') OF (E) CRAWL SPACE UNDER (E) GARAGE TO (N) BEDROOM TO EXPAND ACCESSORY DWELLING UNIT (133SF)"
269,17010-20000-05107,NEW 1-STORY 30' X 15'ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069. ALL WORK PER ENGINEERING
270,19010-10000-02330,"NEW 19'3"" X 31'0"" (IRREGULAR)  ACCESSORY DWELLING UNIT, 499 SF. PER AB 494 AND SB 229."
271,13010-10001-01670,"SUPPLEMENTAL PERMIT TO 13010-10000-01670 TO CONVERT GROUP SINGLE FAMILY DWELLING TO A  SMALL LOT SINGLE FAMILY  SUBDIVISION PER VTT-71901-SL ,NO PHYSICAL CONSTRUCTION"
272,13016-10000-07626,Convert one bathroom into two bathrooms (105 s.f.) . Remodel master bathroom (95 s.f.) and remodel kitchen (345 s.f.). Replace 4 windows with same size and same opening.
273,19016-20000-13128,"CONVERT (10'-6"" X 15'-6"") (E) STORAGE INTO A (N) BEDROOM.  ""COMPLY WITH DEPARTMENT ORDER effective date 03/14/2019. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE""."
274,17016-30000-05363,"INTERIOR NON-STRUCTURAL ALTERATION TO (E) SFD. CONVERT CLOSENT INTO BATHROOM, AND REMODEL (E) BATHROOM AND KITCHEN. CONVERT BEDROOM INTO LIVING ROOM. COMPLY WITH DEPARTMENT ORDER effective date 01/20/2017. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE."
275,14016-30000-10893,Convert existing closet into part of master bathroom and create 1/2 bathroom. Remodel 2 closets. Remove and construct non-bearing walls. (See comments)
276,16047-20000-01898,"POOL REMODElING:  REPLASTER, REPLUMB AND UPDATE POOL LIGHTS PER STANDARD PLAN 270.  ------------- Comply with department order effective date 110/13/2016, permit will expire 30 days from issuance date."
277,16016-20000-14326,"CONVERT PORTION OF (E) BATHROOM TO LAUNDRY ROOM, CONVERT (E) CLOSET TO (N) FULL BATHROOM. ALL WORK PER WFPP."
278,19014-20000-01133,"15'-0"" X 25'-0"" ADDITION TO AND CONVERT (E) DETACHED REC ROOM/ STORAGE ROOM TO ACCESSORY DWELLING UNIT (809 SQ FT) PER AB 494 & SB229"
279,17014-20000-01875,"CONVERT PORTION OF EXIST. BEDROOM TO CLOSET, CONVERT DINING ROOM TO BEDROOM AND 5' x 9' BATHROOM ADDITION TO EXIST. SINGLE FAMILY DWELLING."
280,15014-30002-02192,Supplimental permit to #15014-30000-02192 to convert underfloor storage space into habitable basement and provide internal staircase. No change in existing footprint of building
281,13016-20000-26067,REMOVE ONE KITCHEN FROM ONE UNIT TO CONVERT (E) DUPLEX INTO A SFD.INSTALL NEW CEILING BEAM IN THE DINNING ROOM AND REMODEL 2- BEDROOMS AND LAUNDRY ROOM.
282,17010-10000-02262,NEW TWO STORY ACCESSORY DWELLING UNIT WITH ATTACHED 2-CAR GARAGE PER AB 2299 AND SB 1069.
283,16016-30000-28860,Interior and exterior remodel to existing 2-story accessory living quarter with attached garage.
284,15014-30000-01768,"1st story addition 268.5 sf, enclosure of (e) cover deck, convert dining room to bedroom, and add 1 bathroom"
285,17016-10004-21515,Supplemental Permit to 17016-10000-21515. Address of ADU is corrected as 935 1/2 Hilts Ave. No fee Department Error.
286,18016-10000-27820,"INTERIOR/EXTERIOR REMODEL OF EXISTING 2-STORY SFD: CONVERT PORTION OF GARAGE TO LAUNDRY ROOM, REMOVAL OF LOAD BEARING WALLS, NEW LOAD BEARING PARTITIONS, NEW EXTERIOR WINDOW"
287,18016-20000-38927,"CONVERT (E) (18'-1.25"" X 20'-1"")ATTACHED REC. ROOM INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
288,17014-20000-06159,"CONVERT (E) KITCHEN TO (N) BEDROOM AND ADD 16'-0"" X 23'-10"" FOR NEW KITCHEN, REMODEL THROUGHOUT. ALL WORK PER DESIGN."
289,17016-20000-14916,"KITCHEN AND BATHROOM REMODEL, CONVERT (E) CLOSET INTO (N) LAUNDRY ROOM AND CONVERT (E) CLOSET INTO (N) 3/4 BATH AND REMOVE AND REPLACE INTERIOR DOORS."
290,18014-20000-05224,"CONVERT (E) IRREGULAR 19'-1"" X 20'-5"" POOL HOUSE AND ADD 7'-4"" X 11'-8"" FOR (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ""COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 6/29/18. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE."""
291,14016-20000-04763,"convert (e) 11'5""x15'8"" patio enclosure to bath and walk in closet, remodel kitchen and living room ,Remodel two bathrooms.area per WFPP."
292,16016-20000-29596,"CONVERT (E) 11' x 11'3"" ATTACHED STORAGE TO EXPAND AND REMODEL KITCHEN. CONVERT (E) CLOSET TO EXPAND AND REMODEL BATHROOM. ALL WORK PER ENGINEERING."
293,17016-10000-31546,Convert an existing covered patio into an office (14' x 8')
294,16010-20000-05007,NEW ACCESSORY LIVING QUARTERS (11'X21').
295,13016-20000-19173,"CONVERT (E) CLOSET TO (N) POWDER ROOM  3'2""  X  4'7"""
296,13016-20000-25755,"CONVERT 4'-9"" X 8'-0"" PORTION OF (E) LAUNDRY ROOM TO (N) BATHROOM, REMOVE AND REPLACE (E) WINDOW"
297,15016-20000-02302,INTERIOR REMODEL TO ADD NEW CLOSET TO (E) BEDROOM AND CONVERT (E) WALK-IN-CLOSET TO NEW BATHROOM AND LAUNDRY SPACE.
298,15016-20000-20947,"NON-STRUCTURAL INTERIOR REMODEL - CONVERT (E) DEN INTO NEW BEDROOM , REMODEL BATHROOM, REMODEL (E) BEDROOMS.  REMOVE NON BEARING PARTITIONS, ADD NEW PARTITIIONS, ALL WORK PER WFPP."
