,permit_ID,full_description
177,19016-20000-17321,"CONVERT (E) (11' X 18'-10"") IRREGULAR SHAPED STORAGE & PORTION OF GARAGE INTO A (N) RECREATION ROOM WITH 1/2 BATHROOM AND CONVERT (11'-4"" X 16'-2"") GARAGE TO STORAGE. ALL WORK DONE PER WFPP."
178,18010-30000-03290,NEW 2-STORY ACCESSORY DWELLING UNIT (ADU) PER AB 494 AND SB 229 WITH ATTACHED 2-CAR GARAGE.
179,18010-20000-03221,"NEW 28' X 27'3"" IRREGULAR SHAPE  2-STORY ACCESSORY DWELLING UNIT WITH ATTACHED 1-CAR GARAGE PER AB494 & SB229"
180,19016-10000-04040,CONVERT (E) ATTACHED WORKSHOP TO (N)ATTACHED ACCESSORY DWELLING UNIT TO (E) SFD PER AB 494 AND SB 229
181,19016-10001-23931,SUPPLEMENTAL TO PERMIT #19016-90000-23931 TO CHANGE SUB-TYPE AND USE CODE
182,13014-70000-04431,"ADD 12' X 8' ADDITION TO EXISTING DUPLEX, INTERIOR REMODEL AND CONVERT TO SINGLE FAMILY DWELLING."
183,19016-20000-31263,"REMOVE WALLS BETWEEN KITCHEN, FAMILY ROOM AND DINING ROOM, CONVERT PORTION OF THE (E) BEDROOM INTO A (N) BATHROOM AND INTERIOR REMODEL TO THE (E) KITCHEN OF (E) SINGLE FAMILY DWELLING"
184,16010-20003-05850,"Supplemental to Permit # 16010-20000-05850 to convert irreg. 16'-1"" x 15'-2"" portion of garage to (n) den"
185,18010-10000-02856,WORK DESCRIPTION: (N) DETACHED ACCESSORY DWELLING UNIT PER AB494 AND SB2299.  NFPA 13D Sprinklers throughout
186,18016-10000-22158,"Convert lower level crawl space & (E) 8'x10' storage area of a single family dwelling to new accessory dwelling unit.  ""COMPLY WITH DEPARTMENT ORDER effective date 12/21/2015. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
187,18016-20000-35347,"IRR. SHAPED 34'-9"" x 23'-7"" ADDITION TO AND CONVERT THE (E) 20'-7"" x 19'-0"" DETACHED GARAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK PER ENGINEERING. ***""COMPLY WITH DEPARTMENT ORDER effective date 12/20/2018. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE""."
188,16010-20003-05849,"Supplemental to Permit # 16010-20000-05849 to convert irreg. 16'-1"" x 15'-2"" garage to (n) den"
189,18016-20000-29171,CONVERT GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
190,18016-70000-35776,CONVERT (E) REC ROOM AND ATTACHED  1-CAR GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB494 AND SB229
191,18016-10000-40636,CONVERT LOWER LEVEL OF (E) SFD TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 AND (N) STORAGE AND CLOSET ON THE SECOND FLOOR.
192,19019-10000-05610,DEMOLITION OF AN ACCESSORY LIVING QUATERS.
193,17030-10000-04234,"Site grading for New 2-story Single Family Dwelling, Accessory Living Quarters, pool, retaining wall"
194,18016-30000-09244,Convert detached recreation room/garage building to ADU per AB 494 and SB 229.
195,18016-10000-12440,"CONVERT EXISTING DETAHCED RECREATION ROOM INTO AN ACCESSORY DWELLING UNIT.   ""COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 03/06/2018. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE""."
196,18010-70000-03661,NEW ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK IS DONE PER WFPP.
197,17010-30000-02677,New 3-car detached garage on 1st floor and ADU on 2nd floor per AB 2299 and SB 1069
198,17010-20000-03446,"NEW (25'-2"" X 49') IRREGULAR SHAPED DETACHED ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069 PER ENGINEERING"
199,19016-20000-29780,CONVERT (E) FAMILY ROOM TO (N) MASTER BEDROOM AND REMODEL CLOSETS/BATHROOM. ALL WORK PER WFPP.
200,19016-20000-32782,"CONVERT (E) TWO WINDOWS INTO NEW FRENCH DOORS , ALL WORK PER WFPP"
201,19014-10001-03061,"SUPPLEMENTAL TO PERMIT #19014-10000-03061 TO CONVERT 1/2 BATH AND STORAGE TO ADD 3/4 POOL BATHROOM  (SHOWER)WITH EXTERIOR ACCESS ONLY , ACCESSORY TO  SWIMMING POOL UNDER PERMIT # 19047-10000-00771."
202,19014-10000-03760,PROPOSED ACCESSORY DWELLING UNIT ADDITION TO (E) 2-CAR GARAGE AT REAR OF LOT PER SB 229 AND AB 494.
203,18016-20000-34009,"CONVERT THE (E) GARAGE AND REC ROOM TO NEW 34' X 12'2"" ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
204,18016-20000-23113,CONVERT EX DETACHED GARAGE INTO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
205,19014-20000-00013,"13' X 23'6"" IRREGULAR SHAPED ADDITION TO AND CONVERT THE (E) 20' X 16' DETACHED GARAGE INTO A (N) ACCESSORY DWELLIN UNIT AS PER AB 494 M AND SB 229. ALL WORK PER WFPP"
206,19016-10000-33809,"ALTERATIONS TO SFD: REMODEL (E) KITCHEN, CONVERT ONE BEDROOM TO MASTER BATHROOM, REDUCING TO  2 BEDROOMS"
207,19016-20000-24814,"CONVERT THE (E) 20' X 20'2"" ATTACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 , ALL WORK PER WFPP"
208,17016-20000-16128,CONVERT FAMILY ROOM TO BEDROOM WITH 3/4 BATHROOM.
209,17030-30000-04480,"grading for new s.f.d. , pool and accessory structures."
210,18010-10000-01509,NEW 32' X 22' (1) STORY ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK PER WFPP
211,16010-10003-02890,"Supplemental permit to 16010-10000-02890 to convert Model home with Sales office for (N) 3 story, Type VB Single Family Dwelling with roof deck and attached garage to 3 story, Type VB Single Family Dwelling with roof deck and attached garage"
212,19016-10000-12913,PROPOSED CONVERSION OF A DETACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229; ALL WORK PER WFPP.
213,19016-20000-04007,CONVERT THE (E) ATTACHED GARAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK DONE PER WFPP.
214,18016-20000-13744,"PROPOSED  (15'-5"" x 32'-5"")  ADDITION TO CONVERT DECK AT 2ND FLOOR TO LIVING SPACE (N) BEDROOM, W.I.C., AND BATHROOM & REMODEL AT 2ND FLOOR OF (E) SFD.  REMOVE 9'-2"" X 14'-8"" STAIRS AT REAR OF (E) SFD. ALL WORK PER ENGINEERING"
215,19014-30001-00306,"Supplemental ref to pcis # 19014-30000-00306, to convert 58 sf portion of (e) att. 2-car garage to a closet for ADU, convert (e) garage to a 1-car garage."
216,18030-30000-06683,Site Removal and Recompaction for SFD and ADU
217,18010-20000-02956,ACCESSORY LIVING QUARTERS
218,16030-20000-02260,Site grading at accessory bldg. and shoring/basement wall excavation
219,19043-20000-05241,"NFPA 13D system for ADU. 1"" meter."
220,16010-10003-02889,"Supplemental permit to 16010-10000-02889 to convert Model home with design center for (N) 3 story, Type VB Single family dwelling with roof deck and attached garage to 3 story, Type VB Single family dwelling with roof deck and attached garage"
221,18016-10000-24655,CONVERT (E) DETACHED GARAGE TO ACCESSORY DWELLING UNIT (537 SF) PER AB 494 AND SB 229
222,15014-20000-01042,"Add 16' x30' for 2 new bedrooms and convert (e) bedroom to bathroom and hallway,  All work per WFPP. ""COMPLY WITH DEPARTMENT ORDER effective date 09/22/2012. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE""."
223,16010-10003-02888,"Supplemental permit to 16010-10000-02888 to convert (N) Model Home: 3 story, Type VB Single Family Dwelling with roof deck and attached garage to (N) New 3 story, Type VB Single Family Dwelling with roof deck and attached garage"
224,19016-10000-15635,convert bedroom to bathroom and laundry room and replace window w/ 2 windows all work WFPP. Remove and replace patio door with same size and type.
225,19010-20001-00803,SUPPLEMENTAL TO 19010-20000-00803 - TO CONVERT 244SF PORTION OF GARAGE TO (N) BEDROOM/BATHROOM/CLOSET AT FIRST FLOOR.
226,17016-20000-36038,CONVERT THE EXISTING GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069
227,19016-20000-16015,"CHANGE OF USE FROM DUPLEX TO SFD WITH INTETIOR REMODEL. CONVERT THE BEDROOM AT 2ND FLOOR INTO A DINING ROOM, CONVERT THE KITCHEN AT 1ST FLOOR INTO A BEDROOM, CONVERT THE LAUNDRY AT 1ST FLOOR TO A MASTER BATHROOM, AND CREATE A LANDRY AT 1ST FLOOR."
228,19016-20000-18452,"CONVERT (E) 20'-3"" X 20'-3"" 2-CAR GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK DONE PER WFPP."
229,19014-30000-00656,"CONVERT EXISTING DETACHED 1-STORY 2-CAR GARAGE INTO ACCESSORY DWELLING UNIT PER AB 494 AS SB 229, AND 2-STORY ADDITION."
230,19016-20000-08852,"CONVERT THE (E) 20'-7"" x 20'-9"" ATTACHED GARAGE INTO A (N)  ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEER"
231,18014-10000-04123,GARAGE CONVERSION TO ADU per  AB 494 and SB 229 AND COVERED PATIO ADDITION   **2 OF 2**
232,19016-20000-14149,CONVERT (E) 18' X 20' DETACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER DESIGN.
233,17010-10000-04116,DETACHED POOL HOUSE ACCESSORY TO SFD. BUILDING MUST BE EQUIPPED WITH AUTOMATIC SPRINKLER SYSTEM PER NFPA 13D.  *** NO PERMIT CAN BE ISSUED DUE TO PENDING METHANE MITIGATION SYSTEM***
234,18016-20000-34453,"CONVERT (E) 18' X 20' ATT. GARAGE AND IRREGULAR SHAPED 13' X 13'-7"" PORTION OF SFD TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
235,19016-10000-08262,PROPOSED CONVERSION OF GARAGE INTO TO ADU PER AB 494 AND SB 229; ALL WORK PER WFPP
236,19014-30000-00705,TWO STORY ADU ADDITION TO EXISTIN SINGLE STORY GARAGE PER AB 494 AND SB 229
237,19043-10000-02486,NFPA 13D SYSTEM FOR ADU. CONNECTION TO 1 INCH DOMESTIC WATER METER.
238,18014-20000-02318,ADDITION TO AND COVERSION OF (E) GARAGE INTO A NEW ACCESSORY DWELLING UNIT PER AB494 AND SB229. WORK PER WFPP.
239,17016-20000-08360,CONVERT (E) 22' x 20' GARAGE TO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.
240,17014-20001-00453,SUPPL. PERMIT TO 17014-20000-00453 TO REVISE FLOOR PLAN. 	CONVERT LINEN/CLOSET TO WASHER/DRYER AND ADD (N) SINK
241,17010-20000-03718,"(N) 32'-3""x 36'-11"" DET. ACCESSORY DWELLING UNIT WITH ATT. 8'-0""x4'-0"" COV. PORCH  PER  AB 2299 AND SB 1069 .  WORK PER L.A. STD WFPP DETAILS."
242,15016-40000-01219,Convert  existing storage into bathroom
243,19016-20000-01790,"CONVERT (E) 18'-5"" X 20'-5"" ATTACHED GARAGE AND ADD 4'-0"" X 18'-5"" FOR (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEERING."
244,14014-20000-01449,"CONVERT STORAGE AND COVER PORCH TO ENLARGE KITCHEN;  REMOVE INTERIOR PARTITION WALLS TO OPEN UP LIVING ROOM, DINING ROOM AND KITCHEN;  RELOCATE 1/2 BATH AND KITCHEN LOCATION; CREATE STORAGE AND LAUNDRY AREA; RELOCATE HVAC UNIT TO ATTIC.  ALL WORK PER ENGR'S DETAILS"
245,18014-70000-04941,ADDITION TO (E) 2-CAR GARAGE TO CREATE AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. EXISTING GARAGE TO REMAIN.
246,18016-10000-18304,CONVERT EXISTING GARAGE INTO ACCESSORY DWELLING UNIT PER AB 494 & SB 229
247,18014-20000-02026,"CONVERT (E) DET. GARAGE INTO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 AND ADD 23'-0"" x 23'-3"" TO EXPAND ACCESSORY DWELLING UNIT."
248,18016-10000-18343,CONVERT EXISTING 2-CAR GARAGE TO AN ACCESSORY DWELLING UNIT PER AB 494 & SB 229
249,17010-20000-03099,"(N) 28'-0"" x 32'-4"" ONE STORY ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069 PER WFPP."
250,18016-10000-22562,CONVERT LAUNDRY ROOM INTO 3/4 BATHROOM WITH SHOWER; NO EXTERIOR WORK
251,18016-20000-39360,CONVERT (E) 20' X 20' DETACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEERING.
252,14014-20000-03444,"Remodel of (e) 2-story SFD to convert (2) bedrooms on the 2nd floor to (1) bedroom with a full bathroom, and a walk in closet; Remodel of (2) bathrooms on 2nd floor; And re-frame portion of roof;"
253,18016-10000-36505,"CONVERT ATTACHED GARAGE (23' x 20') INTO ACCESSORY DWELLING UNIT, PER AB494 AND SB229. ALL WORK PER LA CITY TYPE V SHEET."
254,17016-20000-32093,"CONVERT (E) 20'-10"" X 21'-1"" GARAGE AND 17' X 13'-10"" PORTION OF (E) DWELLING TO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069."
255,17016-10000-27732,CONVERT GARAGE AND STORAGE TO ADU per AB 2299 AND SB1069 AND ADD 63 SF TO THE SIDE OF ADU
256,17014-10000-03727,"NEW ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069, OVER EXISTING 1 STORY GARAGE, TYPE VB, R3-OCC/U-OCC"
257,14016-20000-10410,Convert (e) den to (n) bedroom of (e) SFD;
258,18014-10000-04807,CONVERT (E) GARAGE TO ADU AND ADD 22 SF PER WFPP   per  AB 494 and SB 229
259,17014-20000-02054,"CONVERT IRR 26'9"" X 14'11"" POR OF (E) DWG TO ACCESSORY DWELLING UNIT & ENLARGE 26'5"" X 14'4"" IRR FOR NEW BEDRM & 3/4 BATH PER AB 2299  AND SB 1069.  REMODEL KITCHEN, 1ST & 2ND FLR 2 BEDRMS AND 2 BATHRMS TO CREATE NEW 1/2 BATHRM  & CONVERT 1/2 BATH TO FULL."
260,18014-30000-02634,"CONVERT (E) 24'-0""x 30'-0"" DETACHED GARAGE & ADD IRR. SHAPED (300 SF) TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229."
261,17016-10000-17166,CONVERT (E) 2-CAR GARAGE INTO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.
262,17014-10000-03682,"CONVERT GARAGE TO ACCESSORY DWELLING UNIT PER AB2299 AND SB1069 AND ONE-STORY GROUND-FLOOR ADDITION (2' x 20', 40 SF) TO SIDE OF ADU.  ALL WORK PER WFPP."
263,18014-30000-02357,NEW ACCESSORY DWELLING UNIT OVER 2-CAR GARAGE PER AB 494 AND SB 229.
264,18016-20000-30145,CONVERT (18' x 19') GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
265,17016-10000-32906,CONVERT (E) GARAGE TO ADU per AB 2299 and SB 1069.
266,17014-30000-04091,convert existing garage to accessory dwelling unit per AB2299 and SB1069
267,18014-20000-00409,"18'- 10"" X 18'-10"" ADDITION TO THE (E) GARAGE TO CREATE AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEERING."
268,18010-20000-00960,PROPOSED (N) (32' X 40') ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 PER WFPP
269,17016-70000-33323,CONVERT (E) 2 CAR GARAGE TO ADU PER AB2299 AND SB1069
270,17016-10000-25122,Convert 1 Story detached garage to  Accessory Dwelling Unit Per AB 2299 and SB 1069 and storage.
271,13016-20000-04194,"CONVERT (E) 2- CAR DETACHED CARPORT TO 2-CAR GARAGE (17' 2"" X 18'), PER ENGINEERING CALCULATION CALC"
272,17016-10000-07864,"CONVERT A PORTION OF EXISTING 30'6""X30', 1 STORY, TYPE V-B, GARAGE TO ADU,   PER AB 2299 & SB 1069.""COMPLY WITH DEPARTMENT ORDER effective date 09/25/2016. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
273,17014-20000-05685,CONVERT THE (E) 18' x 20' DETACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069 AND ADD 8' x 16' TO EXPAND THE ACCESSORY DWELLING UNIT. ALL WORK PER WFPP. SEE COMMENTS.
274,17010-20000-04594,NEW 1-Story 26'2''x 49'2'' ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.
275,18016-30000-09472,CONVERT EXISTING DETACHED GARAGE WITH ATTACHED STORAGE ROOM IN REAR TO GARAGE WITH ATTACHED ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK PER WFPP.
276,18016-20000-05493,CONVERT THE EXIST. DETACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.
277,18014-20000-05290,10'X21' ADDITION OF TRELLIS TO EXISTING ACCESSORY DWELLING UNIT. WORK PER LA STANDARD PLAN #20.
278,18016-20000-17202,"CONVERT THE (E) ACCESSORY DWELLING QUARTERS INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. 	REMODEL 2 EXISTING BATHROOMS DOWNSTARES, INSTALL PARTITION WALL ON 2ND FLOOR TO CREATE TWO BEDROOMS AND TWO BATHROOMS."
279,17014-30000-05553,EXISTING GARAGE CONVERSION AND ADDITION TO ACCESSORY DWELLING UNIT (ADU) PER AB-2299 AND SB-1069 AT REAR.
280,18014-20000-02946,CONVERT (E) 18' X 20' DETACHED GARAGE AND ADD 13' X 14' FOR (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER DESIGN.
281,18016-20000-30959,"CONVERT THE (E) ATTACHED 19'-3""X17'-9"" GARAGE INTO A (N) ADU PER AB 494 AND SB 229 FOR ACCESSORY DWELLING UNITS. WORK PER ENGINEERING."
282,19014-20000-01467,"19'-5"" X 8'-2"" ADDITION TO AND CONVERT (E) DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
283,18014-10000-01446,"ADD 39'-0""x 40'-5"" ODD SHAPED NEW ACCESSORY DWELLING UNIT TO (E) 20'x  20' DETACHED GARAGE"
284,16016-70000-23484,"Interior alteration to existing single family dwelling to convert kitchen into a bedroom, relocate kitchen, new bathroom, close 3 windows, and change out 4 windows."
285,18016-20000-04805,RESTUCCO DETACHED GARAGE (1957VN44745) AND CONVERT TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
286,17014-20002-04548,"SUPPLEMENTAL TO PERMIT #: 17014-20000-04548 TO CONVERT (E) 11'-2"" X 20'-0"" COVERED PATIO TO TRELLIS AND ADD 15'-0"" X 27'-10"" TO (E) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
287,18016-20000-36755,"INTERIOR REMODEL NON-BEARING PARTITIONS TO (E) SFD  TO CONVERT (E) LAUNDRY ROOM INTO A (N) FULL BATHROOM AND CLOSET, CONVERT (E) CLOSET TO LAUNDRY ROOM , REMODEL (E) BATHROOM . ALL WORK .PER WFPP - SEE COMMENTS"
288,18016-30000-20851,GARAGE CONVERSION TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. PER LA STD WFPP.
289,17014-30000-06177,Convert detached garage/storage room to Accessory Dwelling Unit Per AB2299 & SB 1069.
290,17016-20000-32815,CONVERT EXISTING GARAGE TO ACCESSORY DWELLING UNIT AB2299 & SB1069
291,19016-20000-03269,"CONVERT (E) 20'X17'1"" GARAGE INTO A (N) ADU PER AB 494 AND SB 229 FOR ACCESSORY DWELLING UNITS. ALL WORK PER ENGINEER"
292,18014-20000-01291,"CONVERT EXISTING (18'-3"" X 20'-4"") DETACHED GARAGE AND ADD (30'-6"" X 40'-9"") IRREGULAR SHAPED TO CREATE ACCESSORY DWELLING UNIT PER AB 494 AND SB 229."
293,18014-10000-05642,"CONVERT 14' X 18' 1-CAR GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 AND ADDITION 18'-6"" X 25'-2""; ALL CONSTRUCTION PER WFPP.   ""COMPLY WITH DEPARTMENT ORDER effective date 10/05/2018. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
294,17016-20000-24506,CONVERT (E) DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069
295,17016-20000-20824,"Structural remodel to (E) 3-Story Single Family Dwelling, Convert (E) 13'-2"" x 25'-4"" ground level Den & 3'-4"" x 17'-5"" ground level interior stairway to Accessory dwelling unit per AB 2299 and SB 1069. Convert (E) open exterior stairway at rear to open deck accessbile by the Accessory Dwelling Unit. Convert (E) 3'-4"" x 17'-5"" 2nd inteior stairway on upper level to enlarge (E) bedroom. Convert 19'-10""x 6'-5"" irregular shape portion of (E) attached garage to enlarge kitchen. Remodel (E) lower level to add new hallway, Relocate (E) closet on main dwelling lower level bedroom. See comments."
296,16019-30000-05161,"demolish (e) 1 story s.f.d., detached garage, and accessory bldg."
297,18016-20000-41338,CONVERT (E) GARAGE AND PORTION OF EX. DWELLING TO ACCESSORY DWELLING UNIT PER AB494 AND SB229
298,15014-30000-02663,"convert (e) attached garage to family room & build new 18'6"" x 19'0"" carport"
299,18016-20000-36606,CONVERT EX DETACHED 2-CAR GARAGE INTO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER WFPP.
300,17010-20000-02649,NEW DETACHED ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069 AND WFPP
301,17016-20000-17440,CONVERT (E) 18' X 22' GARAGE TO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069
302,18016-20000-02316,CONVERT (E) 20' X 20' ATTACHED GARAGE AND 19' X 11' IRREGULAR SHAPED PORTION OF (E) SFD TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 1/30/18. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE.
303,18010-20000-03376,New 25'-0''x 42'-6'' 1-story accessory dwelling unit per ab 494 and sb 229. Work per WFPP.
304,18010-20000-05842,"ADD IRREGULAR 27'-11"" X 31'-6"" 2-STORY ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 TO AN (E) DETACHED CARPORT, CONVERT (E) CARPORT TO A GARAGE. ALL WORK PER ENGINEERING."
305,17016-20000-25523,"CONVERT (E)  21'-0"" x 18'-0"" DETACHED GARAGE & ADD 13'-6"" x 5'-6"" FULL  BATH/CLOSET TO ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069. PER LA CITY STD WFPP DETAILS."
306,14010-30000-03217,New detached one story accessory living quarters
307,19014-30000-00200,GROUND FLOOR ADDITION & CONVERSION OF (E) GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 & SB 229.
308,18014-10000-04705,ADDITION TO EXISTING GARAGE AND CONVERT TO  AN ACCESSORY DWELLELING UNIT PER AB 2299 AND SB 1069.
309,17016-20000-03201,"REMODEL INTERIOR FLOOR PLAN OF (E) ACCESSORY LIVING QUARTERS, RE-ROOF, REPAIR (E) ROOF FRAMING. ALL WORK PER ENGINEERING."
310,17014-30000-03378,Converting existing garage to ADU add 147 sf per AB2299 and SB1069
311,19016-30000-02851,CONVERT GARAGE ATTACHED TO (E) SINGLE FAMILY DWELLING TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229. ALL WORK PER IB/P/BC 2017-004 WOOD FRAME PRESCRIPTIVE PROVISIONS
312,18016-20000-35364,"CONVERT 21'-7"" X 29'-6"" ACCESSORY LIVING QUARTER TO  ACCESSORY DWELLING UNIT PER AB 494 & SB 229."
313,18016-20000-09796,CONVERT 20'-3''x 25'-3'' (E) ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. WORK PER WFPP.
314,17010-10000-02055,NEW 2-STORY DETACHED ACCESSORY DWELLING UNIT PER AB2299 AND SB1069.
315,17019-30000-05504,"Demolish of (e) s.f.d., detached garage, and 2-story accessory living quarters with garage.  Clear the lot. Sewer cap and fence required."
316,18016-20000-21358,CONVERT THE ATTACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB494 AND SB229 AND ADD 28 SQ.FT. TO THE NEW ACCESSORY DWELLING UNIT. REMOVE & REPLACE EXISTING SLAB-ON-GRADE. ALL WORK PER WFPP. SEE COMMENTS.
317,18016-30000-18060,Convert (e) 2nd floor rec room to ADU per AB 494 SB 229.
318,18016-10000-30166,CONVERT (E) STORAGE ROOM TO A NEW RECREATION ROOM & STORAGE.
319,16010-70000-00710,NEW ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
320,14016-10000-03174,"EXISTING ONE STORY SFD CONVERTED FOR SECOND DWELLING UNIT AND COMPLY WITH ZA MEMORANDUM NO.120.  INCLUDES REMODEL WORK IN BOTH UNITS AND COMBINED ELECTRICAL, HVAC AND PLUMBING."
321,18010-20000-00444,NEW DETACHED 40' X 29' ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
322,18016-10000-34097,CONVERT (E) ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 and SB 229
323,18016-20000-40289,CONVERT (E) (18' X 20') DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEERING.
324,17014-20000-06638,"CONVERT (E) 18'-0"" X 20'-0"" DETACHED GARAGE AND ADD 9'-0"" X 14'-6"" FOR NEW ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069 PER DESIGN"
325,17016-20000-38291,CONVERT DETACHED GARAGE AND RECREATION ROOM (B09VN06034) TO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.  CONSTRUCTION PER WFPP.
326,17014-20000-04353,"Convert (E) 18'-2"" x 20'-6"" irregular shape Recroom to Accessory Dwelling Unit per AB 2299 & SB 1069, Convert  (E) 3'-6"" x 3'-11"" Storage & 4'-7"" x 3'-9"" Portion of (E) Carport into the Accessory Dwelling Unit, Add 0'-6"" x 12'-0"" to (E) Carport. All works per Eng."
327,18010-10000-01319,"NEW 30' X 28'-6"" DETACHED ACCESSORY DWELLING UNIT PER AB494 AND SB229 WITH ATTACHED GARAGE"
328,18016-10000-37309,PROPOSED CONVERSION OF GARAGE INTO ADU PER AB 449 AND SB 229
329,17016-10000-35707,"CONVERT EXISTING DETACHED GARAGE INTO ACCESSORY DWELLING UNIT (ADU) PER AB 2299 AND SB 1069. CHANGE (E) DOOR OF NORTH SIDE TO A WINDOW, REPLACE GARAGE DOOR WITH NEW ENTRY DOOR AND WINDOW."
330,18016-70000-15337,CONVERT (E) NON CONDITIONED RECREATION ROOM INTO ACCESSORY DWELLING UNIT PER AB 494  AND SB 229. (NFPA 13D FIRE SPRINKLERS REQ)
331,13014-20000-04632,convert existing garage to recreation room w/ 1/2 bath and add 19' x 20' carport
332,18014-10000-01357,"CONVERT EXISTING ATT 1-CAR GARAGE & POR OF UNUSABLE UNDER FLR AREA INTO ACCESSORY DWELLING UNIT PER AB 494 & SB 229. TV = $50,000 (1 OF 2)"
333,17010-20000-03720,"(N) 36'x 32'-6""  DET. ACCESSORY DWELLING UNIT WITH ATT. 4'x8' COV. PORCH PER AB 2299 AND SB 1069 .  WORK PER L.A. STD WFPP DETAILS."
334,17010-10000-00424,NEW (25ftx22ft) 2 STORY A.D.U PER AB 2299 AND SB 1069.  FULLY SPRINKLERED WITH NFPA-13D (SEE COMMENTS)
335,17010-20000-02682,"(N) 30' x 23'-10"" irregular shape Two-Story Accessory Dwelling Unit & Attached One-Car Garage and open Roof Deck over garage per AB 2299 and SB 1069."
