,permit_ID,full_description
161,13016-30000-25963,"Remodel of (e) master bath to be converted into a bathroom; remodel (2)(e) closets to (2) bathrooms; removal of internal bearing walls and opening of exterior wall to create a window, per engineering."
162,16016-20000-29127,"Interior remodeling: Convert ground floor bedroom to theatre room, remodel 2nd floor including remove closet, expand bedroom into hallway area, remodel master bathroom and combine 2 bathrooms into a single bathroom. All works are per engineerig."
163,14016-10000-22141,INTERIOR REMODEL TO (E) 1-STORY SFD W/  BASEMENT: CONVERT (E) STORAGE RM & DEN TO FAMILY RM & ADD (N) BEDROOM IN BASEMENT; REMODEL (E) BATH RM & CONVERT (E) CLOSET INTO A BATH RM ON 1ST FLOOR
164,14016-20000-11954,REMOVE 10'x18' PORTION OF (E) DETACHED 2 CAR GARAGE AND CONVERT REMAINING PORTION (18'x18') TO CARPORT WITH NORTH AND WEST SIDE WALLS REMAINING.  ALL WORKS ARE PER ENGINEERING.
165,16016-20000-17381,CONVERT (E) HALLWAY CLOSET TO A (N) HALF BATHROOM.
166,17016-20000-13899,"CONVERT (E) DEN TO A BEDROOM AND A BATHROOM. REMODEL (E) BEDROOM, BATHROOM AND KITCHEN. ALL WORK PER ENGINEERING."
167,15014-30000-03700,Convert existing garage into habitable space and construct new attached carport
168,14016-20000-21062,Install door in laudry room and convert laudry room into laundry and restroom.
169,15030-10000-05572,"SITE GRADING FOR NEW ACCESSORY LIVING QUARTER, REVISION TO PERMITTED RETAINING WALLS, AND CHANGE DUE TO SITE SURVEY. (REVISE STRUCTURAL INVENTORY FOR E OVERALL GARDING INCLUDING WORK UNDER PERMIT # 15030-30000-01392 - SEE COMMENT)"
170,13016-40000-01248,CONVERT CLOSET TO BATHROOM. INTERIOR WORK ONLY.
171,16030-10000-08225,Grading permit for Removal and Recompaction under proposed Accessory Structure
172,14014-70000-03417,CONVERT SINGLE FAMILY DWELLING TO DUPLEX AND 2-STORY ADDITION.
173,16016-20000-01054,"Non structural remodeling: convert closet to 3/4 bathroom, remodel kitchen and (2) existing bathrooms per WFPP>"
174,17016-20000-19728,CONVERT (E) ACCESSORY LIVING QUARTER TO A SINGLE FAMILY DWELLING.  See comment
175,13016-30000-02176,Interior remodel to convert 1-story duplex into single family dwelling per WFPP design.
176,16010-10001-04025,convert  200 sq feet portion of garage  into a  laundry   room
177,16014-20000-05549,"CONVERT 3'-3"" x 4'-6"" POR.  (E) GARAGE  & ADD 5'-3"" x 4'-6""  TO ADD (N) 1/2 BATH PER WFPP."
178,18043-10000-03363,NFPOA 13D SYSTEM FOR ADU. CONNECTION TO 1 INCH DOMESTIC WATER METER.
179,13014-20001-05233,"SUPPL. PERMIT TO 13014-20000-05233 TO CONVERT (E) BEDROOM TO (N) BATHROOM AND EXPAND (E) LIVING ROOM, AND ENLARGE (E) MASTER BATHROOM."
180,16016-20000-17260,CONVERT GARAGE TO RECREATION ROOM WITH 3/4 RESTROOM WITH EXTERIOR ACCESS ONLY.
181,15016-20000-27380,INTERIOR REMODEL TO (E) DWELLING; CONVERT STORAGE AND CARPORT TO GARAGE AND ADD 7.5'X2' TO ENLARGE GARAGE. SEE COMMENTS
182,16016-20000-16195,CONVERT (E) ATTACHED STORAGE ROOM TO A GARAGE. SEE COMMENTS. ALL WORK PER ENGINEERING.
183,13041-20000-34542,New rooftop PV system using DC-DC converters.  System is UNGROUNDED.  New subpanel and relocate 2 circuits.
184,15016-10000-07374,CONVERT BATH WITH TUB TO SHOWER WITH WALL  ENCLOSURE AT 2ND FLOOR OF ( E ) DWELLING .
185,18016-20000-29972,"Remodel kitchen, bathroom, bedroom, relocate laundry closet, convert (E) laundry room to 3/4 bathroom, swap South side wall window and door location and build attached 6' (L) x 3' (H) BBQ counter to exterior of South side wall.  All work per engineer to (E) 1-story SFD."
186,18014-20000-00410,"Convert attached garage to bedroom/bathroom, add irregular shape 16' x 8'8"" at rear for new bathroom, bedroom expansion and add 10.5' x 18' attached carport to the front.  All works are per WFPP and city standard."
187,18016-20000-03152,"CONVERT THE EXISTING DUPLEX INTO A SINGLE-FAMILY DWELLING, REMOVE BEARING WALL IN LIVING ROOM AREA  AND REPLACE WITH CEILING BEAM, CONVERT (E) CLOSET TO POWDER ROOM , CONVERT (E) BATHROOM TO LAUNDRY ROOM, CONVERT DINNING ROOM TO BEDROOM AND CONVERT KITCHEN TO BEDROOM ,  CONVERT (2) BEDROOMS TO MASTER BEDROOM, CONVERT (1) BEDROOM  TO MASTER BATHROOM AND W.I.C. ALL WORK PER ENGINEERING"
188,14010-10000-01166,NEW TWO STORY SINGLE FAMILY DEWLLING WITH BASEMENT.
189,14016-70000-02762,"Construct an addition and conversion of existing accessory living quarters into a second dwelling unit with floor area of 1187 sf and attached porch of 293 sf per ZA memorandum number 120. Also, repair existing roof, interior work to create new kitchen, remodel existing bedroom. Department order to comply. Permit will expire 30 days from issuance date."
190,17016-20000-07903,"CONVERT (E) 20' X 21' ATTACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.    ""COMPLY WITH DEPARTMENT ORDER effective date 03/01/2017. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
191,13016-20000-14287,remodel one bathroom and convert portion of (e) bedroom into a 3/4 bathroom at front unit.Convert portino of kitchen into a full bathroom and laundry room.
192,17014-40000-00381,Expand 1st floor and new 2nd floor to existing SFD.  Convert SFD to duplex.
193,13016-30000-16014,Convert a closet into a bathroom in an existing single family dwelling.
194,17030-10000-07956,GRADING FOR NEW ADU UNDER PERMIT 17010-10000-04290
195,16016-20000-11702,"Remodel SFD; Convert dining room into kitchen; Remodel (e) kitchen and (e) full bathroom; Convert closet and portion of bedroom into 3/4 bathroom; Remove non-bearing wall between kitchen and family room;  Remove and replace all windows (same size, same type, same location)."
196,16014-30000-05945,"Convert the existing garage to a recreation room in the detached 2-story recreation room/storage/garage building.  Reduce a 4'0"" x 26'3"" portion of the existing 1st floor."
197,17014-10000-02762,ADDITION OF 226 SF TO EXISTING DUPLEX AND CONVERT DUPLEX TO SFD. REROOFING INCLUDING NEW PLYWOOD.
198,13016-10000-03232,CONSTRUCT NEW EXTERIOR WALL TO CONVERT (E) PATIO TO STORAGE AREA.
199,12014-20000-02332,CONVERT (E) 1 STORY SFD TO 2 STORY SFD BY CONVERTING 25' X 55' CRAWL SPACE TO 1ST FLOOR ACCESSORY STORAGE
200,16010-70000-04940,New 3-story Duplex (unit A 1508 sf. and unit B 1508 sf.) at front of the lot.
201,17014-30000-00423,Convert detached Garage/Rec.Room to Accessory dwelling unit per AB 2299 and SB 1069.
202,13016-70000-03734,CONVERT A PORTION OF THE EXISTING LIVING ROOM INTO A BED ROOM. CREATE A BATH ROOM FROM A PORTION OF THE DINING ROOM.
203,17016-10000-10827,Convert rear portion of roof to roof deck of 1-story SFD/Garage and add new exterior wood stairs.
204,18014-20000-04084,"ADD 34'6"" x 22'0"" FOR NEW BEDROOM AND FULL BATHROOM. CONVERT EX. BEDROOM TO DEN. CONVERT EX. LAUNDRY ROOM TO FULL BATHROOM. REMODEL KITCHEN AND BATHROOMS. CHANGE WINDOWS. ALL WORK PER WFPP."
205,13016-10000-08286,CONVERT EXISTING 5'X7' CLOSET INTO NEW RESTROOM AND BUILD A NEW CLOSET IN THE BEDROOM FOR  (E) 1 STORY SINGLE FAMILY DWELLING.
206,16016-70000-28017,"REMODEL (E) KITCHEN, CONVERT DEN TO BEDROOM, AND CLOSET TO 1/2 BATHROOM. RELATED ELECTRICAL AND PLUMBING INCLUDED."
207,16010-20001-01162,SUPPLEMENTAL TO CHANGE ADDRESS AND UPDATE LEGAL FROM 22720 W. VANOWEN STREET  TO 6719 N. GLASNER LANE PER TRACT MAP # 72880
208,16010-10001-05042,SUPPLEMENTAL PERMIT FOR CHANGE IN VERTICAL DESIGN <PERMIT FEES PAID UNDER 16010-10000-05042>
209,15016-10000-06629,INTERIOR REMODEL AND UNDERPINNING OF (E) SINGLE FAMILY DWELLING.
210,13014-20000-01263,"ADDITION 10-11"" X 16'-10"" FOR NEW KITCHEN,  CONVERT EXISTING KITCHEN AND DINING INTO 2 BEDROOMS, CONVERT LAUNDRY ROOM TO BATHROOM AND BEDROOM AND BATHROOM TO DINING AREA, REMODEL OTHER BATHROOM.  ALL WORK PER ENGR'S DETAILS."
211,17014-10000-00196,CONVERT A PORTION OF (E) CRAWL SPACE/BASEMENT OF (E) 2-STORY SFD INTO A PLAY ROOM. ADD (N) BATHROOM AND WET BAR
212,14016-20000-24827,"ADD NEW ROOF FRAMING TO CONVERT PORTION OF (E) FLAT ROOF TO HIP ROOF AND RE-ROOF 19'X24' WITH CLASS ""A"" COMPOSITION SHINGLES PER ENGINEERIN, AND DRYWALL AT EXISTING BEDRM CEILING DUE TO WATER DAMAGE. SEE COMMENTS."
213,13016-20000-02410,"Convert (e) 3'4""x21'1""  portion of (E) garage to the  kitchen .No change to footprint of the building."
214,13014-10000-04911,ADDITION TO (E) 2 STORY SINGLE FAMILY DWELLING AND CONVERT TO DUPLEX. COMPLY WITH DEPARTMENT ORDER effective date 09/29/2009. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE. SEE COMMENT
215,18016-20000-20158,"INTERIOR REMODEL TO CONVERT 3'-5"" X 1'-6"" PORTION OF (E) ATTACHED GARAGE TO RELOCATE HALF BATHROOM, REMODEL UPSTAIRS BATHROOM, AND ADD TWO WINDOWS AND DOORS."
216,16016-10000-09700,CONVERT (E) CARPORT TO GARAGE. NO ADDITIONAL FLOOR AREA.
217,16016-20004-03046,supplement to permit to convert carport to garage. NO FEE DEPARTMENT ERROR. See comments.
218,13019-10000-00907,HANDWRECK/ DEMOLITION OF 2 (E) ACCESSORY BLDG ; 14' X 32'  & 16' X 20'.  ACCESSORY TO S.F.D.
219,14014-10000-01649,"Convert to duplex with two car garage from existing one story SFD, addition and interior remodel. ""Comply with department order effective date 08/12/2008. Permit will expire 30 days from issuance date."""
220,18042-20000-13538,SEWAGE EJECTOR FOR ACCESSORY DWELLING UNIT.
221,14016-10000-26296,"CONVERT PANTRY TO  1/2 BATH , PER WFPP  AND INSPECTOR'S REQUEST , INSIDE ( E ) SINGLE FAMILY DWELLING ."
222,13010-30000-03731,"ACCESSORY LIVING QUARTERS INCLUDING RECREATION ROOM & BEDROOM, AND WATER FEATURE INSIDE."
223,15016-10000-28609,CONVERT (E) BREEZEWAY TO PEDESTRAIN BRIDGE CONNECTING AN (E) SINGLE FAMILY DWELLING TO AN (E) GARAGE / REC ROOM PER CITY PLANNING CASE # ZA-2014-4289-ZAA
224,13014-20000-04990,"convert (e) garage to rec room, with 1/2 bath. and attached car port 9'x18' per information builletin; framing per wfpp"
225,12014-70004-00236,"Convert the 1st floor to accessory storage for the duplex. Remove bathtub. Frame in floor opening between 1st and 2nd floor. Change entry door to storage area to 3' x 6'-8"". Add partition to create a pantry on the 2nd floor."
226,13010-10003-00400,SUPPLEMENTAL TO PERMIT # 13010-10000-00400 TO REVISE PLANS: CONVERT  (E) ROOF TO ROOF DECK AND ADD NEW  EXTERIOR STAIRCASE TO ROOF DECK.
227,16016-70000-10024,"Interior remodel to existing single family dwelling to convert part of the living room into 1-car garage, convert kitchen and laundry into two bedrooms, new bathroom, relocate laundry and kitchen. Change out all windows."
228,15020-10000-02323,TEMPORARY SHORING  FOR  (N) SFD AND ACCESSORY STRUCTURE.
229,15014-20000-04361,"Replace entry door and front windows, convert (E) kitchen area to den, dining room to kitchen and beroom to pantry/ ½ bathroom/ laundry room, replace stair to lower portion of split level and add IRR shape 21'2"" x 11'8"" at rear to reshape (N) den.  All works are per engineering."
230,18019-20000-02692,"DEMOLISH (E) SINGLE FAMILY DWELLING, CARPORT, ACCESSORY LIVING QUARTERS, AND CHICKEN HOUSE TO CLEAR THE LOT. SEWER CAP AND PEDESTRIAN PROTECTION FENCE REQUIRED."
231,19043-20000-01091,"NEW 13D SYSTEM FOR AN ACCESSORY LIVING QUARTERS. 1 INCH METER, NO BACKFLOW. 1 INCH UNDERGROUND"
232,15010-10000-04220,PROPOSED 1 STORY ACCESSORY LIVING QUARTER WITH ATTACHED 2-CAR GARAGE. BUILDING TO BE EQUIPPED WITH AUTOMATIC SPRINKLERS SYSTEM  (1/2)
233,15016-20000-28467,"2-STORY ADDITION TO AN (E) 1-STORY SFD: CONVERT 18'-10"" X 20'-10"" PORTION OF (E) SFD TO A (N) 2-CAR GARAGE, ADD 10'-0"" X 11'-2"" FRONT PORCH AND 8'-7"" X 13'-8"" REAR PORCH; NEW 30'-0"" X 53'-7"" SECOND FLOOR ADDITION W/ 8'-2 X 11'-2"" FRONT BALCONY AND 8'-7"" X 13'-8"" REAR BALCONY. ALL WORK PER ENGINEERING."
234,15016-20000-05959,"CONVERT PORTION (24' X 14'-5"") OF (E) STORAGE TO STANDARD PARKING SPACE"
235,19016-20000-07864,"REMODEL (E) KITCHEN AND BATHROOM,  CONVERT (E) LAUNDRY ROOM INTO A (N) BATHROOM AND ADD (N) BATHROOM & W.I.C. AT (E) BEDROOM. CHANGE WINDOWS SAME SIZE AND LOCATION TO (E) SFD. ALL WORK PER WFPP."
236,14016-20000-16277,"Convert (E) detached 18'-6""x18'-6"" Carport to Garage."
237,16014-20003-02706,"SUPPLEMENTAL PERMIT TO 16014-10000-02706 TO CONVERT 6'4"" x 12'8"" 2ND FLOOR DECK TO ADD WALK IN CLOSET. REVISE EXISTING SQFT. ANALYSIS PER ENGINEERING. SEE COMMENTS."
238,14014-20000-02799,"Convert (e) attached garage to (2) bedrooms with full bathroom and add an attached 18'0"" x 19'6"" carport with 3' x 19'6"" patio cover;  All work per WFPP.  Comply with Department Order effective Date 6.7.12. Permit will expire 30 days from issuance Date."
239,13014-20000-02960,"ALTERATION AND ADDITION TO (E) SFD: CONVERT (E) ATTACHED GARAGE 22'-8'' X 20'-10'' TO FAMILY ROOM; AND ADD 21' X 18' ATTACHED 2-CAR CARPORT, WHICH IS CONSTRUCTED PER LA STANDARD PLAN # 112. ""COMPLY WITH DEPARTMENT ORDER effective date 06/10/2013. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE""."
240,13010-10001-01669,"SUPPLEMENTAL  PERMIT TO 13010-10000-01669 TO CONVERT GROUP SINGLE FAMILY DWELLING TO A SMALL LOT SINGLE FAMILY  SUBDIVISION PER VTT-71901-SL ,NO PHYSICAL CONSTRUCTION"
241,16014-10001-05782,SUPPLEMENTAL TO CONVERT DEN AREA IN TO BEDROOM & STRUCTURAL REVISIONS
242,18016-40000-14199,REMODEL OF (E) ONE-STORY SFD TO CONVERT (E) COVERED PATIO (511 SF) TO BEDROOMS AND INTERIOR REMODEL TO ALL BEDROOMS/BATHROOMS AND KITCHEN.
243,18016-20000-24693,"CONVERT THE (E) ATTACHED GARAGE INTO BEDROOM, BATHROOM, AND LIVING ROOM. ALL WORK PER ENGINEER. COMPLY WITH DEPARTMENT ORDER effective date 05/23/2018. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"
244,16014-20000-00846,CONVERT (E) GARAGE TO A (N) REC. ROOM AND 1/2 BATHROOM AND ADD 18' X 18' ATTACHED ALUMINUM CARPORT PER STANDARD PLAN #20.
245,18016-10000-15063,ENCLOSED (E) PATIO COVER TO CONVERT TO POWDER ROOM PER WFPP
246,16016-30000-25297,Convert (e) garage to gym/storage room. (e) Detached 3-car carport permitted under permit# 1956WL18640
247,16010-20000-04419,"NEW TWO STORY 20'-8"" X 30' ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069"
248,15016-20000-03455,"CONVERT (E) LOWER LEVEL CLOSET TO A (N) BATHROOM, REPLACE CRACKED CONC. SLAB IN LOWER BEDROOM."
249,14016-20000-12122,CONVERT FAMILY ROOM TO A BEDROOM WITH A BATHROOM AND RELOCATE LAUNDRY TO KITCHEN.
250,18016-10001-07373,SUPPLEMENTAL PERMIT TO 18016-10000-07373. TO UPDATE SUB-TYPE AND USE CODE
251,19016-20000-02844,CONVERT PORTION OF STUDY ROOM FOR A (N) HALF-BATHROOM TO (E) SFD
252,15016-70000-15209,ENCLOSED EXISTING 4-CAR CARPORT TO CONVERT INTO GARAGE.
253,17016-20000-07863,CONVERT (E) DEN TO BEDROOM PER WFPP.
254,13010-20000-02986,new  accessory living quarter  w/attached deck and trellis.Building to have NFPA 13D fire sprinkler system.
255,15014-20000-02588,"Interior Remodel to convert living room into laundry room, den and half a batroom. Convert kitchen laundry room and half a bathroom into Dinning and Living room. Remodel a full bathroon and walking closet. Remove two fire places.  Enclose entry porch (6' X 11') and roof interior open patio (19' X 7'-5"")"
256,16014-20000-03210,"Remove 1' x 18.5' portion and reframe attached garage roof, convert to master bedroom with 14'4"" x 18.5' addition at rear for (N) bathroom and walk-in closet and add new IRR shape 19.75' x 18.5' attached carport.  All works are per engineering."
257,18014-20000-01878,"21'2"" X 15'9"" ADDITION  TO THE REAR OF THE (E) SFD; CONVERT (E) BEDROOM TO (N) DEN"
258,17014-20001-00915,"SUPPLEMENTAL PERMIT TO 17014-20000-00915 TO CONVERT 23'4"" x 26'6"" (IRR. SHAPE) PORTION OF (E) DWELLING TO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069."
259,14010-30000-01191,New accessory living quarters with roof deck and attached garage.
260,18014-20000-01043,"REMODEL KITCHEN, BATHROOM, CONVERT DEN TO BEDROOM EXPANSION, ADD IRREGULAR SHAPE 21'3"" X 27' TO THE REAR FOR NEW BEDROOM AND BATHROOM. ALL WORKS ARE PER WFPP."
261,18016-10000-32212,INTERIOR REMODEL: CONVERT 34 SF TO SECOND BATHROOM TO AN EXISTING TYPE V SINGLE FAMILY RESIDENCE; PROPOSED REMODEL DOES NOT ADD ANY FLOOR AREA TO EXISTING STRUCTURE
262,14014-30000-02437,"2nd floor addition and 1st floor, major interior remodel. convert portion of (e) attached garage and breezway to expand 1st floor. New patio coner 12x11'10"" in the rear."
263,15014-10000-04263,CONVERT 11 S.F. OF ENCLOSED SIDE ENTRY INTO LIVABLE AREA TO EXPAND LAUNDRY ROOM & REMODEL; CHANGE OUT WINDOW IN LAUNDRY; REMODEL KITCHEN
264,15010-10000-03609,"Construct (n) 227 sf accessory structure; pool cabana with 1/2 bath and shower with exterior access only accessory to pool. Overall irregular dimensions of 33'-7"" x 18'-10½"""
265,12014-10001-03984,"SUPPLEMENTAL TO 12014-10000-03984. CONVERT REGULAR ROOF TO ROOF DECK EXTERIOR ACCESS STAIR + 42"" GLASS GUARDRAIL"
266,17010-20001-00250,"Supplemental to 17010-10000-00250 to add U occupancy to structural inventory. No fee, department error."
267,17016-10000-14438,Interior alteration inside of Front house to convert existing dinning area into a new bedroom for a total of 3 bedrooms and laundry room into a bathroom for a total of 2 bathrooms.
268,15014-20000-04393,"ADD 12'-9"" X 20'-0"" DINING ROOM/BATHROOM/CLOSET, CONVERT (E) 1-CAR GARAGE INTO A NEW BEDRROM, AND ADD 20'-0"" X 20'-0"" 2-CAR GARAGE TO AN (E) 1-STORY SFD PER ENGINEERING"
269,16016-10000-00767,"CONVERT (E) CLOSET INTO (1) HALF BATHROOM @ 1ST FLOOR AND CONVERT (E) CLOSET INTO (1) FULL BATHROOM @ 2ND FLOOR OF (E) 2 STORY SFD. REPLACE ONE  WINDOW AT (N) BATHROOM AT SECOND FLOOR AND REPLACE ONE 30"" WIDTH DOOR WITH A 32"" WIDTH DOOR."
270,17016-10000-27841,"REMODEL (E) SFD, RELOCATE (E) KITCHEN, CONVERT (E) KITCHEN TO (N) MASTER BEDROOM & MASTER BATHROOM, SEAL (E) WINDOWS, PROVIDE (N) WINDOWS. RE-ROOF PER NOTE ON PLANS."
271,13030-10000-04089,"Site grading for new SFD and accessory living quarters with related retaining walls.  <BBSC approved the export of 19,880 cubic yards on Nov. 20, 2012>"
272,16016-10000-02777,"Convert (e) basement to habitable area with full bathroom, bedroom and walk-in closet (irregular 29' x 25').  New building is considered 2 stories per zoning code"
273,13014-20000-04521,"CONVERT (E) ENTRY & LIVING ROOM INTO BEDROOM; EXTEND (N) BEDROOM (4' X 7'); ADD BREAKFAST NOOK (12'-11"" X 7'-2 1/4""); RELOCATE (E) ENTRY; INTERIOR REMODEL; REFRAME PORTION OF (E) ROOF"
274,13016-30002-11620,Supplemental permit to permit # 13016-30000-11620 to convert one bedroom (# 6) to bath and combine two (2) closets to create a laundry closet in the hallway .
275,15014-30000-02753,REMODEL TO EXISTING ACCESSORY LIVING QUARTERS.
276,17014-70000-00690,ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.  CONVERT EXISTING RECREATIOM ROOM OVER THE GARAGE INTO AN ACCESSORY DWELLING UNIT .
277,14010-20001-02515,(LOT 37) SUPPLEMENT TO 14010-20000-02515 TO CONVERT SFD TO MODEL HOME & SALES OFFICE
278,14014-70000-03283,"REAR ADDITION TO CONVERT EXISTING SINGLE FAMILY DWELLING TO DUPLEX. | ADDITION IS USING WFPP PER IB P/BC 2011-004  ""COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 10/31/2011. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
279,13016-10000-00310,CONVERT CARPORT TO GARAGE PER WFPP.
280,14014-10000-02178,"INTERIOR REMODEL ON FIRST FLOOR, CONVERT SERVICE ENTERANCE INTO PLAY ROOM. CONVERT A PORTION OF (E) PATIO COVER INTO NEW OFFICE AND ADD NEW S.F . NEW 27' X 18' TRELLIS ADDITION ON FIRST FLOOR.  NEW 34' X 29' IRREGULAR SHAPED ADDITION ON THE SECOND FLOOR TO ENLARGE MASTER BEDROOM. REMODEL MASTER BEDROOM. REMODEL A BATHROOM AND CLOSET ON THE SECOND FLOOR. ADD NEW ELEVATOR."
281,18043-10000-05415,NFPA 13D SYSTEM FOR ADU. CONNECTION TO 1 INCH DOMESTIC WATER METER.
282,17016-20000-09058,"CONVERT (E) 21'2"" x 24'1"" GARAGE TO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069"
283,17016-20000-19513,"CONVERT (E) 13'-8"" x 12'1"" (IRREGULAR)  BEDROOM INTO A (N) BATHROOM AND CLOSET."
284,13016-10000-11914,"INTERIOR REMODEL OF EXISTING 1 STORY SFD TO CONVERT KITCHEN TO MASTER BEDROOM AND BATH, CONVERT DINING ROOM TO KITCHEN; REPLACE 13 WINDOWS, SAME WIDTH ALL WORK PER WFPP"
285,17016-20000-14765,CONVERT (E) STUDY ROOM TO FULL BATHROOM ON 2ND FLOOR.
286,13014-20000-05239,"ADD BATHROOM (IRR 12'-10 3/4"" X 5'-3 1/2"") TO (E) BEDROOM; CONVERT (E) BATHROOM TO LAUNDRY ROOM; REMODEL (E) STORAGE ROOM"
287,17016-20000-09196,CONVERT (E) 24' X 30' GARAGE TO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069
288,13014-20000-00703,ADD A DEN TO (E) SFD PER ENGR'S DETAILS AND CONVERT BEDROOM INTO WEIGHT ROOM.
289,19019-30000-00820,demo (e) garage & accessory structure. See comments.
290,14016-10000-07157,INTERIOR REMODEL TO EXISTING SINGLE FAMILY DWELLING TO CONVERT CLOSET TO BATHROOM AND WASHER AND DRYER AREA.
291,17043-20000-04380,"NEW 13D SYSTEM FOR ACCESSORY LIVING QUARTERS. 1 INCH METER, NO BACKFLOW"
292,17016-70000-17108,"Interior Remodel, to convert laundry to bathroom, closet, and convert closet to hallway.  Provide 2 egress windows."
293,18016-20000-23685,"REMODEL THE (E) BATHROOM AND LAUNDRY ROOM, CONVERT (E) STUDY INTO A NEW BATHROOM AND WALK-IN CLOSET, AND REPLACE (E) WINDOWS AT THE FAMILY ROOM AND DINING ROOM (SAME SIZE AND TYPE)."
294,14010-20001-03208,SUPPLEMENTAL TO 14010-20000-03208 TO CONVERT (E) 106SF PORTION FO GARAGE TO (N) PREP KITCHEN [SEE COMMENT]
295,15014-30000-00248,"Expand den 3'6""x14'6""and convert to bedroom, expand bedroom 15'10""x10'9"", convert (e) bedroom to bathroom . New 12'x21'6"" trellis.Remove 285 df of (e) patio cover. Remove and replace portion of roof framing. Interior reodel. 10 new skylights. (3 bedrooms, 3 bathrooms and one powder room on site)."
296,13016-20000-21749,Convert (E) closet into Full Bathroom.
297,13016-30000-12696,Voluntary repair and underpinning of existing foundation adjacent to chimney of an existing single family dwelling.
298,18016-70000-03588,CONVERT (E) DUPLEX INTO SINGLE FAMILY DWELLING
299,14016-20000-17691,"CONVERT A LAUNDRY ROOM INTO A BATHROOM, FAMILY ROOM INTO A BEDROOM AND REMODEL BATHROOM, TO PROVIDE A NEW HALLWAY."
300,16016-30000-16667,Interior alteration/adding non-bearing walls. Convert 2nd floor family room into new bedroom and add a bathroom
301,14016-10000-07299,Convert existing garage into storage room.
302,15016-10000-10822,CONVERT (E) STORAGE UNIT TO HABITABLE RECREATION ROOM.  (NO PHYSICAL CHANGE).
303,13014-30000-05291,"convert (e) garage to bedroom, build (n) garage 20'x20', enlarge (e) bedroom, remodel (3) bathrooms, install (n) 1/2 bath."
304,15014-20000-01020,"CONVERT 94 SF PORTION OF (E) GARAGE TO (N) LAUNDRY ROOM, REFRAME FOR NEW VAULTED CEILING OVER  KITCHEN, DINING, LIVING ROOM, REFRAME GARGE OPENING AND INTERIOR REMODEL."
305,17014-10000-00238,NEW LOWER LEVEL ADDITION (296 SQ FT) CONVERTING (E) CRAWL SPACE OF (E) 1 STORY SFD AND GENERAL REMODEL INTERIOR.
306,13014-70000-00796,"Convert (e) bedroom to family room and add 18' x 28' addition at side consisting of sitting room, bedroom, bath, and porch."
307,14016-20000-02834,"REMOVE LAUNDRY ROOM FOR RELOCATED KITCHEN, CONVERT (E) KITCHEN AREA  TO DINING ROOM,  ENCLOSE (E) 8' X 20' SCREENED COVERED PORCH (1971VN69964) IN REAR FOR LIVING ROOM EXPANSION, AND ADD 14' X 8' AREA  FOR NEW BEDROOM CLOSET."
308,12047-10000-01234,NEW SWIMMING POOL ACCESSORY TO SINGLE FAMILY DWELLING
309,12014-10000-04003,PROPOSED 2-STORY ADDITION TO S.F.D. TO CONVERT TO DUPLEX.
310,14016-30000-13563,REMODEL EXIST BATHRM AND CONVERT EXIST CLOSET INTO A LAUNDRY RM WITHIN EXIST SFD.
311,12014-20002-03778,"SUPPLEMENT TO 12014-20000-03778 TO convert existing 30'6"" x 14'1"" portion of un-used under floor area to recreation room with 1/2 bath and turn 2-story building into 3-story SFD."
312,15014-30000-05614,"convert (e) crawl space to livable space and new deck/covered patio, interior remodel of (e) s.f.d."
313,17016-20000-33816,"INTERIOR REMODEL FOR (E) 1-STORY SFD PER ENGINEERING - CONVERT PORTION OF (E) LIVING ROOM TO (N) BEDROOM, REMOVE (E) WALLS BETWEEN KITCHEN/GREAT ROOM/LIVING ROOM AND REPLACE WITH NEW BEAMS PER ENGINEERING"
314,16010-30000-02289,new accessory living quarters with attached covered patio.
315,16014-20000-04164,"Relocate laundry room, convert (E) bedroom to hallway/bathroom/closet and add 20' x 15' at rear for new bedroom.  All works are per WFPP."
316,14016-20000-10840,"RELOCATE LAUNDRY ROOM AND CONVERT BEDROOM TO PLAYROOM ON GROUND FLOOR,  CONVERT 2ND FLOOR PLAYROOM INTO (N) BEDROOM WITH (N) 3/4 BATH. CHANGE OUT MASTER BATH WINDOW TO FRENCH DOORS AND ENCLOSE 6.5' X 10' PORTION OF (E) ROOFED BALCONY TO  WALK-IN CLOSET."
317,17016-70000-21527,"INTERIOR REMODEL TO EXISTING SINGLE FAMILY DWELLING TO CONVERT CLOSET TO HALF BATHROOM, REMODEL (E) BATHROOM, NEW CLOSET AT (E) BEDROOM, AND KITCHEN REMODEL."
